DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
   -3561337.85517594   0.02241   900272.3820907854   0.00913 0      I      49302                
   0.00019    .00000    .00000    .00000  -4.032057049364720       0.0     49303                
  0.631   0.535 -0.0088  0.0002  0.0018 -0.0003     -32969.019             49304
   0.05291   0.00265    .00000    .00000    .00000    .00000               49305                
    20.883     9.200   889.400   934.435    67.272    99.835 0 0           49306                
        0.6192417094   0.01413        0.0068535434   0.00307  0            49308                
KOKEE     YEBES40M  0602+673 2019 05 09 21 01   3.0000000000               49401                
   -3006645.94008000   0.10061   973073.5204485642   0.03937 4      I      49402                
   0.00006    .00000    .00000    .00000  -5.297756049041850       0.2     49403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49404
   0.05291  -0.01471    .00000    .00000    .00000    .00000               49405                
    20.883    15.030   889.400   909.700    67.272    80.351 0 0           49406                
       -1.9823711907   0.05728       -3.2623596798   0.01209  0            49408                
NYALES20  URUMQI    0602+673 2019 05 09 21 01   3.0000000000               49501                
   11609539.94544856   0.04832   -92610.5432350804   0.00913 0      I      49502                
   0.00032    .00000    .00000    .00000   5.743502636493863       0.0     49503                
  0.102   0.315 -0.0017 -0.0133  0.0011 -0.0005     915027.017             49504
   0.02246   0.00000    .00000    .00000    .00000    .00000               49505                
    -3.927     4.016  1015.000   794.100    54.431    72.991 0 0           49506                
        0.6934009025   0.02159        0.0110304717   0.00269  0            49508                
NYALES20  WETTZELL  0602+673 2019 05 09 21 01   3.0000000000               49601                
    5482722.10180423   0.00935   268954.4125073034   0.00428 0      I      49602                
   0.00048    .00000    .00000    .00000   4.422092171025039       0.0     49603                
  0.102   0.535 -0.0017  0.0002  0.0011 -0.0003     709083.540             49604
   0.02246   0.00265    .00000    .00000    .00000    .00000               49605                
    -3.927     9.200  1015.000   934.435    54.431    99.835 0 0           49606                
        1.0161351328   0.00864        0.0189399555   0.00242  0            49608                
NYALES20  YEBES40M  0602+673 2019 05 09 21 01   3.0000000000               49701                
    6037443.41757279   0.13457   341783.5735559632   0.06163 4      I      49702                
   0.00006    .00000    .00000    .00000   0.608487967450956       0.2     49703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49704
   0.02246  -0.01471    .00000    .00000    .00000    .00000               49705                
    -3.927    15.030  1015.000   909.700    54.431    80.351 0 0           49706                
       -1.6909153984   0.06676       -2.8870396026   0.01412  0            49708                
URUMQI    WETTZELL  0602+673 2019 05 09 21 01   3.0000000000               49801                
   -6126822.00253910   0.03806   361564.7035912041   0.00636 0      I      49802                
   0.00038    .00000    .00000    .00000  -0.201219097613058       0.0     49803                
  0.315   0.535 -0.0133  0.0002 -0.0005 -0.0003    -205943.477             49804
   0.00000   0.00265    .00000    .00000    .00000    .00000               49805                
     4.016     9.200   794.100   934.435    72.991    99.835 0 0           49806                
        0.3979805761   0.01708        0.0098578485   0.00192  0            49808                
URUMQI    YEBES40M  0602+673 2019 05 09 21 01   3.0000000000               49901                
   -5572157.50250044   0.24676   434357.1962549146   0.03959 4      I      49902                
   0.00009    .00000    .00000    .00000   1.468108030954749       0.2     49903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49904
   0.00000  -0.01471    .00000    .00000    .00000    .00000               49905                
     4.016    15.030   794.100   909.700    72.991    80.351 0 0           49906                
        1.9562081163   0.11031        4.9663042489   0.01261  0            49908                
WETTZELL  YEBES40M  0602+673 2019 05 09 21 01   3.0000000000               50001                
     554689.14350711   0.09707    72834.2497520372   0.03928 4      I      50002                
   0.00009    .00000    .00000    .00000   2.654603021916269       0.2     50003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             50004
   0.00265  -0.01471    .00000    .00000    .00000    .00000               50005                
     9.200    15.030   934.435   909.700    99.835    80.351 0 0           50006                
       -2.4226150258   0.05896       -6.3447274124   0.01353  0            50008                
KATH12M   WARK12M   0308-611 2019 05 09 21 01  11.0000000000               50101                
  -12250948.63999088   0.02471   263003.6743052891   0.01759 0      I      50102                
   0.00023    .00000    .00000    .00000  -0.388569384375366       0.0     50103                
  2.671   0.595 -0.1158 -0.0061  0.0515 -0.0028    -185065.132             50104
   0.00000   0.00000    .00000    .00000    .00000    .00000               50105                
    21.124    16.600   998.500  1014.949    28.167   100.000 0 0           50106                
        0.9456592590   0.01972        0.0130565340   0.00826  0            50108                
KATH12M   YARRA12M  0308-611 2019 05 09 21 01  11.0000000000               50201                
   -1831534.98604746   0.01539   108109.3640479929   0.01022 1      I      50202                
   0.00036    .00000    .00000    .00000  -0.092201449902445       0.0     50203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             50204
   0.00000   0.00000    .00000    .00000    .00000    .00000               50205                
    21.124    12.700   998.500   998.133    28.167    34.465 0 0           50206                
        0.0062927003   0.01514        0.0303905816   0.00622  0            50208                
WARK12M   YARRA12M  0308-611 2019 05 09 21 01  11.0000000000               50301                
   10419411.81513236   0.02071  -154894.8247449675   0.01474 0      I      50302                
   0.00027    .00000    .00000    .00000   3.044511377108699       0.0     50303                
  0.595   0.916 -0.0061  0.0295 -0.0028  0.0265      21532.379             50304
   0.00000   0.00000    .00000    .00000    .00000    .00000               50305                
    16.600    12.700  1014.949   998.133   100.000    34.465 0 0           50306                
       -0.9367967411   0.01801        0.0200292906   0.00773  0            50308                
HART15M   YARRA12M  1908-201 2019 05 09 21 05   6.0000000000               50401                
  -13381820.96354350   0.00484  1518707.3263323589   0.00427 0      I      50402                
   0.00130    .00000    .00000    .00000  -2.409333608687132       0.0     50403                
  0.670   0.260 -0.0054 -0.0004 -0.0102 -0.0009    -155979.946             50404
   0.00000   0.00000    .00000    .00000    .00000    .00000               50405                
     7.957    12.667   868.000   998.200    81.464    34.665 0 0           50406                
       -0.3479232096   0.00406       -0.0084786797   0.00214  0            50408                
ISHIOKA   KOKEE     0059+581 2019 05 09 21 07   5.0000000000               50501                
    -741229.06602360   0.01534   624447.2100325596   0.03126 0      I      50502                
   0.00062    .00000    .00000    .00000  -0.929744823431106       0.0     50503                
  0.268   0.373 -0.0009 -0.0021 -0.0006 -0.0001      22215.450             50504
   0.00000   0.06121    .00000    .00000    .00000    .00000               50505                
    16.354    21.126   998.327   889.400    60.895    67.517 0 0           50506                
        0.3859020834   0.00814       -0.0354896340   0.00771  0            50508                
ISHIOKA   URUMQI    0059+581 2019 05 09 21 07   5.0000000000               50601                
    5906013.84033922   0.01875   -57075.6175719119   0.01524 0      I      50602                
   0.00173    .00000    .00000    .00000   0.385683583018156       0.0     50603                
  0.268   0.257 -0.0009 -0.0050 -0.0006  0.0071     195192.627             50604
   0.00000   0.00000    .00000    .00000    .00000    .00000               50605                
    16.354     3.771   998.327   794.085    60.895    74.088 0 0           50606                
        0.7820359972   0.00837        0.0069488337   0.00446  0            50608                
ISHIOKA   WETTZ13N  0059+581 2019 05 09 21 07   5.0000000000               50701                
    9863888.59005981   0.04274   503333.9937937082   0.08418 0      I      50702                
   0.00022    .00000    .00000    .00000   2.742746197146839       0.1     50703                
  0.268   1.069 -0.0009 -0.0101 -0.0006 -0.0000        500.558             50704
   0.00000   0.00000    .00000    .00000    .00000    .00000               50705                
    16.354     9.200   998.327   934.500    60.895    99.800 0 0           50706                
        0.7576195299   0.01924        0.0259144551   0.01332  0            50708                
KOKEE     URUMQI    0059+581 2019 05 09 21 07   5.0000000000               50801                
    6647242.24449983   0.03002  -681522.4458634206   0.02525 0      I      50802                
   0.00109    .00000    .00000    .00000   3.773565307639450       0.0     50803                
  0.373   0.257 -0.0021 -0.0050 -0.0001  0.0071     172977.176             50804
   0.06121   0.00000    .00000    .00000    .00000    .00000               50805                
    21.126     3.771   889.400   794.085    67.517    74.088 0 0           50806                
        0.3868381308   0.01301        0.0477797821   0.00592  0            50808                
KOKEE     WETTZ13N  0059+581 2019 05 09 21 07   5.0000000000               50901                
   10605142.50366797   0.09901  -121105.8985987042   0.20173 2      I      50902                
   0.00010    .00000    .00000    .00000   4.759067802707163       0.2     50903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             50904
   0.06121   0.00000    .00000    .00000    .00000    .00000               50905                
    21.126     9.200   889.400   934.500    67.517    99.800 0 0           50906                
       -1.5866631764   0.04048       -0.5266147145   0.01883  0            50908                
URUMQI    WETTZ13N  0059+581 2019 05 09 21 07   5.0000000000               51001                
    3957871.46073721   0.03647   560409.7413687297   0.02965 0      I      51002                
   0.00089    .00000    .00000    .00000   2.449884763657442       0.0     51003                
  0.257   1.069 -0.0050 -0.0101  0.0071 -0.0000    -194692.069             51004
   0.00000   0.00000    .00000    .00000    .00000    .00000               51005                
     3.771     9.200   794.085   934.500    74.088    99.800 0 0           51006                
       -0.0124530176   0.01585        0.0128787440   0.00717  0            51008                
NYALES20  WETTZELL  0442+389 2019 05 09 21 07  38.0000000000               51101                
    7660708.05030563   0.02551   452822.5844478704   0.00960 0      I      51102                
   0.00016    .00000    .00000    .00000   2.599591168542938       0.0     51103                
  0.162   1.849 -0.0101 -0.0010  0.0051 -0.0055     709082.246             51104
   0.00496   0.00219    .00000    .00000    .00000    .00000               51105                
    -3.917     9.172  1015.100   934.528    52.844    99.872 0 0           51106                
        1.0892457402   0.01622       -0.0074877925   0.00327  0            51108                
NYALES20  YEBES40M  0442+389 2019 05 09 21 07  38.0000000000               51201                
    6988480.21937640   0.10080   673874.9925184125   0.03746 4      I      51202                
   0.00006    .00000    .00000    .00000   3.118476681644014       0.2     51203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51204
   0.00496  -0.01396    .00000    .00000    .00000    .00000               51205                
    -3.917    14.872  1015.100   909.728    52.844    81.281 0 0           51206                
        1.2350899171   0.05926       -0.4907837833   0.01219  0            51208                
WETTZELL  YEBES40M  0442+389 2019 05 09 21 07  38.0000000000               51301                
    -672212.39521191   0.14490   221057.1179615673   0.05418 4      I      51302                
   0.00004    .00000    .00000    .00000  -4.809820728865239       0.3     51303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51304
   0.00219  -0.01396    .00000    .00000    .00000    .00000               51305                
     9.172    14.872   934.528   909.728    99.872    81.281 0 0           51306                
        0.0318872734   0.07590        5.8776959904   0.01412  0            51308                
KATH12M   YARRA12M  2355-106 2019 05 09 21 08  26.0000000000               51401                
    4743711.51248572   0.01739  -144728.3577892598   0.01489 0      I      51402                
   0.00036    .00000    .00000    .00000   0.746840051607927       0.0     51403                
  0.723   0.473  0.0001 -0.0008  0.0049  0.0141    -163530.301             51404
   0.00000   0.00000    .00000    .00000    .00000    .00000               51405                
    21.061    12.600   998.445   998.200    28.495    34.818 0 0           51406                
        0.0918242716   0.01831        0.0170185390   0.00980  0            51408                
ISHIOKA   KOKEE     0202+319 2019 05 09 21 08  53.0000000000               51501                
   -8389454.37101125   0.01510   833382.4622170700   0.02974 0      I      51502                
   0.00063    .00000    .00000    .00000  -0.591646602770486       0.0     51503                
  0.358   0.302 -0.0007 -0.0004 -0.0020  0.0001      22215.306             51504
   0.00000   0.06121    .00000    .00000    .00000    .00000               51505                
    16.469    21.230   998.400   889.385    61.237    68.158 0 0           51506                
        0.2802914791   0.00960       -0.0543033213   0.01013  0            51508                
ISHIOKA   WARK12M   0202+319 2019 05 09 21 08  53.0000000000               51601                
    6844960.85103184   0.02718   409091.5145226869   0.05735 0      I      51602                
   0.00036    .00000    .00000    .00000  -1.872113829377514       0.0     51603                
  0.358   1.797 -0.0007  0.0876 -0.0020 -0.0281    -165182.043             51604
   0.00000   0.00000    .00000    .00000    .00000    .00000               51605                
    16.469    16.848   998.400  1015.000    61.237   100.000 0 0           51606                
        0.9743071407   0.03695       -0.0731657361   0.05022  0            51608                
KOKEE     WARK12M   0202+319 2019 05 09 21 08  53.0000000000               51701                
   15234411.68220155   0.02809  -424290.8002511019   0.05928 0      I      51702                
   0.00035    .00000    .00000    .00000   3.266995849315554       0.0     51703                
  0.302   1.797 -0.0004  0.0876  0.0001 -0.0281    -187397.349             51704
   0.06121   0.00000    .00000    .00000    .00000    .00000               51705                
    21.230    16.848   889.385  1015.000    68.158   100.000 0 0           51706                
        0.7245271270   0.02366        0.0746861817   0.02985  0            51708                
FORTLEZA  WETTZ13N  0529+483 2019 05 09 21 09  40.0000000000               51801                
   -2813065.07327926   0.05399  -296572.1605137546   0.03625 0      I      51802                
   0.00010    .00000    .00000    .00000  -3.898543729171342       0.1     51803                
  4.584   0.849  0.0287 -0.0046 -0.0236  0.0013       1200.738             51804
   0.01109   0.00000    .00000    .00000    .00000    .00000               51805                
    27.000     9.176  1006.100   934.524    98.167    99.800 0 0           51806                
        0.1730302124   0.03018       -0.0259945343   0.00991  0            51808                
ISHIOKA   KOKEE     0048-097 2019 05 09 21 12   7.0000000000               51901                
   -8198171.53224703   0.05468  1223745.9798245379   0.08975 0      I      51902                
   0.00016    .00000    .00000    .00000  -2.133453022940297       0.1     51903                
  0.477   0.362  0.0028  0.0016 -0.0034 -0.0003      22215.047             51904
   0.00000   0.06286    .00000    .00000    .00000    .00000               51905                
    16.364    21.431   998.400   889.300    58.636    66.204 0 0           51906                
        0.2673385773   0.03014       -0.0720199893   0.02386  0            51908                
ISHIOKA   KATH12M   1749+096 2019 05 09 21 13  50.0000000000               52001                
   -1124831.33124666   0.00741    86052.1847951363   0.01288 0      I      52002                
   0.00119    .00000    .00000    .00000  -1.954208699456405       0.0     52003                
  0.412   0.919  0.0007  0.0049  0.0029 -0.0088      19883.624             52004
   0.00000   0.00000    .00000    .00000    .00000    .00000               52005                
    16.713    21.117   998.427   998.614    57.968    28.359 0 0           52006                
       -0.2581955321   0.01856       -0.0053433936   0.02139  0            52008                
ISHIOKA   NYALES20  1749+096 2019 05 09 21 13  50.0000000000               52101                
    6063474.54191053   0.00364 -1324828.8630335571   0.00632 0      I      52102                
   0.00242    .00000    .00000    .00000   0.160860156294425       0.0     52103                
  0.412   0.361  0.0007  0.0291  0.0029 -0.0389    -719834.224             52104
   0.00000  -0.01182    .00000    .00000    .00000    .00000               52105                
    16.713    -4.063   998.427  1015.100    57.968    54.177 0 0           52106                
        0.1508346458   0.00698        0.0286698700   0.00798  0            52108                
ISHIOKA   URUMQI    1749+096 2019 05 09 21 13  50.0000000000               52201                
   -6501089.80593434   0.00717  -952067.2255786934   0.00603 0      I      52202                
   0.00456    .00000    .00000    .00000  -2.840479415462785       0.0     52203                
  0.412   0.134  0.0007  0.0013  0.0029 -0.0004     195195.126             52204
   0.00000   0.00000    .00000    .00000    .00000    .00000               52205                
    16.713     3.434   998.427   793.900    57.968    74.997 0 0           52206                
        0.7459027225   0.00581        0.0282903842   0.00686  0            52208                
ISHIOKA   YARRA12M  1749+096 2019 05 09 21 13  50.0000000000               52301                
   -2559228.21036201   0.00822  -316893.9523084839   0.01387 0      I      52302                
   0.00106    .00000    .00000    .00000  -3.908917007933310       0.0     52303                
  0.412   0.389  0.0007 -0.0029  0.0029 -0.0057    -143644.853             52304
   0.00000   0.00000    .00000    .00000    .00000    .00000               52305                
    16.713    12.604   998.427   998.204    57.968    34.924 0 0           52306                
       -0.1810714646   0.01876       -0.0258457531   0.02096  0            52308                
KATH12M   NYALES20  1749+096 2019 05 09 21 13  50.0000000000               52401                
    7188304.27767287   0.00647 -1410881.0001359405   0.01063 0      I      52402                
   0.00132    .00000    .00000    .00000   1.584963544845791       0.0     52403                
  0.919   0.361  0.0049  0.0291 -0.0088 -0.0389    -739717.848             52404
   0.00000  -0.01182    .00000    .00000    .00000    .00000               52405                
    21.117    -4.063   998.614  1015.100    28.359    54.177 0 0           52406                
        0.3927356157   0.01752        0.0582788345   0.01911  0            52408                
KATH12M   URUMQI    1749+096 2019 05 09 21 13  50.0000000000               52501                
   -5376259.70684864   0.01191 -1038119.3008829586   0.01001 0      I      52502                
   0.00274    .00000    .00000    .00000   1.440223802235238       0.0     52503                
  0.919   0.134  0.0049  0.0013 -0.0088 -0.0004     175311.502             52504
   0.00000   0.00000    .00000    .00000    .00000    .00000               52505                
    21.117     3.434   998.614   793.900    28.359    74.997 0 0           52506                
        0.9768421229   0.01133        0.0143866280   0.01399  0            52508                
KATH12M   YARRA12M  1749+096 2019 05 09 21 13  50.0000000000               52601                
   -1434397.33830368   0.00811  -402946.0573621082   0.01330 0      I      52602                
   0.00106    .00000    .00000    .00000  -0.320385103486826       0.0     52603                
  0.919   0.389  0.0049 -0.0029 -0.0088 -0.0057    -163528.476             52604
   0.00000   0.00000    .00000    .00000    .00000    .00000               52605                
    21.117    12.604   998.614   998.204    28.359    34.924 0 0           52606                
        0.0749434931   0.02039       -0.0030673287   0.02220  0            52608                
NYALES20  URUMQI    1749+096 2019 05 09 21 13  50.0000000000               52701                
  -12564566.70618064   0.00538   372761.6565510267   0.00453 0      I      52702                
   0.00607    .00000    .00000    .00000  -3.854050296839388       0.0     52703                
  0.361   0.134  0.0291  0.0013 -0.0389 -0.0004     915029.349             52704
  -0.01182   0.00000    .00000    .00000    .00000    .00000               52705                
    -4.063     3.434  1015.100   793.900    54.177    74.997 0 0           52706                
        0.5750450453   0.00502        0.0012575274   0.00618  0            52708                
NYALES20  YARRA12M  1749+096 2019 05 09 21 13  50.0000000000               52801                
   -8622709.05878050   0.00581  1007935.8442567145   0.00613 0      I      52802                
   0.00119    .00000    .00000    .00000  -2.601504649786160       0.0     52803                
  0.361   0.389  0.0291 -0.0029 -0.0389 -0.0057     576189.371             52804
  -0.01182   0.00000    .00000    .00000    .00000    .00000               52805                
    -4.063    12.604  1015.100   998.204    54.177    34.924 0 0           52806                
       -0.3271114362   0.01438        0.0270021843   0.01006  0            52808                
URUMQI    YARRA12M  1749+096 2019 05 09 21 13  50.0000000000               52901                
    3941865.84128779   0.01214   635173.9042841307   0.01021 0      I      52902                
   0.00269    .00000    .00000    .00000   0.032718119930546       0.0     52903                
  0.134   0.389  0.0013 -0.0029 -0.0004 -0.0057    -338839.978             52904
   0.00000   0.00000    .00000    .00000    .00000    .00000               52905                
     3.434    12.604   793.900   998.204    74.997    34.924 0 0           52906                
       -0.8846766040   0.01281        0.0073385406   0.01616  0            52908                
FORTLEZA  HART15M   1243-072 2019 05 09 21 16   7.0000000000               53001                
   -3401961.48059951   0.04620  1587595.6799104065   0.02600 0      I      53002                
   0.00011    .00000    .00000    .00000  -1.099610825136284       0.1     53003                
  1.617   0.260 -0.0004  0.0010  0.0032  0.0006      13033.481             53004
   0.01209   0.00000    .00000    .00000    .00000    .00000               53005                
    27.000     7.600  1006.200   868.037    98.000    82.223 0 0           53006                
       -0.1113993799   0.02880       -0.0714936052   0.00858  0            53008                
FORTLEZA  WETTZ13N  1243-072 2019 05 09 21 16   7.0000000000               53101                
    3802131.16150571   0.08099  1193483.0159416792   0.02393 2      I      53102                
   0.00005    .00000    .00000    .00000   1.315089585779576       0.1     53103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             53104
   0.01209   0.00000    .00000    .00000    .00000    .00000               53105                
    27.000     9.077  1006.200   934.600    98.000    99.800 0 0           53106                
       -3.3019414611   0.03714       -0.0620668524   0.00403  0            53108                
FORTLEZA  WETTZELL  1243-072 2019 05 09 21 16   7.0000000000               53201                
    3799602.03258802   0.04311  1193475.5625992604   0.02158 0      I      53202                
   0.00011    .00000    .00000    .00000   2.235566874933315       0.1     53203                
  1.617   0.622 -0.0004  0.0008  0.0032 -0.0001     -10053.299             53204
   0.01209   0.00210    .00000    .00000    .00000    .00000               53205                
    27.000     9.063  1006.200   934.637    98.000    99.800 0 0           53206                
        0.9976925995   0.02283       -0.0670746467   0.00529  0            53208                
FORTLEZA  YEBES40M  1243-072 2019 05 09 21 16   7.0000000000               53301                
    1317592.32242895   0.10257   889660.3698737952   0.04013 4      I      53302                
   0.00007    .00000    .00000    .00000  -1.701611332171807       0.2     53303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             53304
   0.01209  -0.01462    .00000    .00000    .00000    .00000               53305                
    27.000    14.800  1006.200   909.815    98.000    82.147 0 0           53306                
       -5.2749882799   0.05449       -4.0186229575   0.01077  0            53308                
HART15M   WETTZ13N  1243-072 2019 05 09 21 16   7.0000000000               53401                
    7204041.36559042   0.02319  -394112.1837438490   0.01305 0      I      53402                
   0.00022    .00000    .00000    .00000   2.903733219777693       0.0     53403                
  0.260   0.638  0.0010  0.0030  0.0006  0.0001     -11832.995             53404
   0.00000   0.00000    .00000    .00000    .00000    .00000               53405                
     7.600     9.077   868.037   934.600    82.223    99.800 0 0           53406                
        0.6701258357   0.01411        0.0066473805   0.00414  0            53408                
HART15M   WETTZELL  1243-072 2019 05 09 21 16   7.0000000000               53501                
    7201562.22244617   0.00798  -394119.5539087537   0.00449 0      I      53502                
   0.00063    .00000    .00000    .00000   3.078881867821152       0.0     53503                
  0.260   0.622  0.0010  0.0008  0.0006 -0.0001     -23086.780             53504
   0.00000   0.00210    .00000    .00000    .00000    .00000               53505                
     7.600     9.063   868.037   934.637    82.223    99.800 0 0           53506                
        1.1040195190   0.00652        0.0077046675   0.00217  0            53508                
HART15M   YEBES40M  1243-072 2019 05 09 21 16   7.0000000000               53601                
    4719549.73412321   0.10056  -697938.3970141263   0.05659 4      I      53602                
   0.00009    .00000    .00000    .00000   5.110679102475927       0.2     53603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             53604
   0.00000  -0.01462    .00000    .00000    .00000    .00000               53605                
     7.600    14.800   868.037   909.815    82.223    82.147 0 0           53606                
       -6.6453291208   0.05760       -4.9207504811   0.01760  0            53608                
WETTZ13N  WETTZELL  1243-072 2019 05 09 21 16   7.0000000000               53701                
      -2479.14814104   0.01110       -7.3701106537   0.00556 0      I      53702                
   0.00043    .00000    .00000    .00000   0.249197209652354       0.0     53703                
  0.638   0.622  0.0030  0.0008  0.0001 -0.0001     -11253.785             53704
   0.00000   0.00210    .00000    .00000    .00000    .00000               53705                
     9.077     9.063   934.600   934.637    99.800    99.800 0 0           53706                
        0.4588250001   0.00917       -0.0068194782   0.00246  0            53708                
WETTZ13N  YEBES40M  1243-072 2019 05 09 21 16   7.0000000000               53801                
   -2484560.07217231   0.08886  -303786.1066634898   0.03477 4      I      53802                
   0.00008    .00000    .00000    .00000  -5.347934797668906       0.2     53803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             53804
   0.00000  -0.01462    .00000    .00000    .00000    .00000               53805                
     9.077    14.800   934.600   909.815    99.800    82.147 0 0           53806                
       -1.6602386699   0.05104        1.2876434325   0.01087  0            53808                
WETTZELL  YEBES40M  1243-072 2019 05 09 21 16   7.0000000000               53901                
   -2482103.31121410   0.09510  -303777.6355890583   0.04762 4      I      53902                
   0.00008    .00000    .00000    .00000  -2.360326384623603       0.2     53903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             53904
   0.00210  -0.01462    .00000    .00000    .00000    .00000               53905                
     9.063    14.800   934.637   909.815    99.800    82.147 0 0           53906                
       -0.2206444228   0.05793       -6.4615733303   0.01648  0            53908                
ISHIOKA   KOKEE     0332+078 2019 05 09 21 17  43.0000000000               54001                
  -15874077.98325710   0.05663   596787.5802758991   0.02187 0      I      54002                
   0.00007    .00000    .00000    .00000   2.815051287058600       0.1     54003                
  1.619   0.351 -0.0051  0.0006 -0.0571  0.0006      22214.599             54004
   0.00000   0.06268    .00000    .00000    .00000    .00000               54005                
    17.352    21.754   998.500   889.249    56.448    63.077 0 0           54006                
       -0.0468198144   0.02635       -0.0989149866   0.00386  0            54008                
HART15M   NYALES20  1417+385 2019 05 09 21 19  57.0000000000               54101                
   -6849669.60617715   0.01062   -62727.2013726732   0.00884 0      I      54102                
   0.00058    .00000    .00000    .00000  -4.278897727637004       0.0     54103                
  0.524   0.093  0.0129  0.0057 -0.0000 -0.0008    -732166.670             54104
   0.00000   0.02463    .00000    .00000    .00000    .00000               54105                
     7.600    -4.232   868.100  1015.116    82.572    56.747 0 0           54106                
       -0.0972862373   0.01104       -0.0154955495   0.00573  0            54108                
HART15M   URUMQI    1417+385 2019 05 09 21 19  57.0000000000               54201                
   -5839811.79630647   0.01991   763855.0163381584   0.00684 0      I      54202                
   0.00105    .00000    .00000    .00000  -3.305054818137767       0.0     54203                
  0.524   0.164  0.0129 -0.0006 -0.0000 -0.0043     182863.796             54204
   0.00000   0.00000    .00000    .00000    .00000    .00000               54205                
     7.600     3.785   868.100   793.900    82.572    72.740 0 0           54206                
        0.5988052744   0.01074       -0.0105782060   0.00391  0            54208                
HART15M   WETTZELL  1417+385 2019 05 09 21 19  57.0000000000               54301                
  -11190205.66921764   0.01192  -203559.4708700841   0.01329 0      I      54302                
   0.00059    .00000    .00000    .00000  -4.040802337752322       0.0     54303                
  0.524   0.360  0.0129  0.0001 -0.0000  0.0001     -23086.846             54304
   0.00000   0.00622    .00000    .00000    .00000    .00000               54305                
     7.600     9.000   868.100   934.670    82.572    99.800 0 0           54306                
        0.9248535642   0.01169        0.0049669419   0.00805  0            54308                
NYALES20  URUMQI    1417+385 2019 05 09 21 19  57.0000000000               54401                
    1009863.21847122   0.01309   826582.3726708172   0.00450 0      I      54402                
   0.00161    .00000    .00000    .00000   5.292501099578906       0.0     54403                
  0.093   0.164  0.0057 -0.0006 -0.0008 -0.0043     915030.466             54404
   0.02463   0.00000    .00000    .00000    .00000    .00000               54405                
    -4.232     3.785  1015.116   793.900    56.747    72.740 0 0           54406                
        0.6981440061   0.00885        0.0061263032   0.00394  0            54408                
NYALES20  WETTZELL  1417+385 2019 05 09 21 19  57.0000000000               54501                
   -4340537.00304970   0.00786  -140832.0404853184   0.00876 0      I      54502                
   0.00090    .00000    .00000    .00000  -1.826328630758817       0.0     54503                
  0.093   0.360  0.0057  0.0001 -0.0008  0.0001     709079.824             54504
   0.02463   0.00622    .00000    .00000    .00000    .00000               54505                
    -4.232     9.000  1015.116   934.670    56.747    99.800 0 0           54506                
        1.0152242228   0.01133        0.0236313970   0.00817  0            54508                
URUMQI    WETTZELL  1417+385 2019 05 09 21 19  57.0000000000               54601                
   -5350399.42422421   0.01583  -967413.5934682573   0.00729 0      I      54602                
   0.00153    .00000    .00000    .00000  -5.790450970718652       0.0     54603                
  0.164   0.360 -0.0006  0.0001 -0.0043  0.0001    -205950.642             54604
   0.00000   0.00622    .00000    .00000    .00000    .00000               54605                
     3.785     9.000   793.900   934.670    72.740    99.800 0 0           54606                
        0.3598223436   0.01025        0.0142994098   0.00595  0            54608                
WETTZ13N  WETTZELL  NRAO150  2019 05 09 21 22  29.0000000000               54701                
      -3192.49077306   0.00275       -7.1312307491   0.00560 0      I      54702                
   0.00347    .00000    .00000    .00000  -3.882392722424448       0.0     54703                
  1.258   1.273 -0.0123 -0.0063  0.0014 -0.0018     -11253.847             54704
   0.00000   0.00687    .00000    .00000    .00000    .00000               54705                
     9.000     9.000   934.630   934.630    99.830    99.830 0 0           54706                
        0.4382983622   0.00222        0.0055789761   0.00241  0            54708                
NYALES20  WETTZ13N  2309+454 2019 05 09 21 24  25.0000000000               54801                
    9329656.21072646   0.03730  -277142.0235388548   0.03391 0      I      54802                
   0.00017    .00000    .00000    .00000   3.619894787471370       0.1     54803                
  0.126   2.071 -0.0106 -0.0350 -0.0024 -0.0036     720332.810             54804
   0.06888   0.00000    .00000    .00000    .00000    .00000               54805                
    -4.470     9.000  1015.200   934.700    58.638    99.871 0 0           54806                
        0.5922604121   0.02049       -0.0038283668   0.00896  0            54808                
NYALES20  WETTZELL  2309+454 2019 05 09 21 24  25.0000000000               54901                
    9326496.01589909   0.01545  -277130.7338820871   0.01863 0      I      54902                
   0.00048    .00000    .00000    .00000   3.483936951713408       0.0     54903                
  0.126   2.094 -0.0106 -0.0205 -0.0024  0.0048     709078.944             54904
   0.06888   0.00606    .00000    .00000    .00000    .00000               54905                
