DATA IN NGS FORMAT FROM DATABASE 19MAY16XE_V005                                                 
       -5.1777882485    .01241         .0475749039    .01738  0            38808                
HART15M   ISHIOKA   1806+456 2019 05 16 22 22  39.0000000000               38901                
   -7040390.70305710    .10510  1409223.4010591550    .20031 2      I      38902                
    .00010    .00000    .00000    .00000  -1.265546933178886        0.     38903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             38904
    .00000    .00000    .00000    .00000    .00000    .00000               38905                
     8.800    18.831   867.100  1007.216    82.648    87.391 0 0           38906                
        -.9001101619    .01730        1.1878528659    .02498  0            38908                
ISHIOKA   YEBES40M  1806+456 2019 05 16 22 22  39.0000000000               39001                
   -3129431.23258618    .01184 -1605479.1297558810    .01590 0      I      39002                
    .00065    .00000    .00000    .00000    .930490109062164        0.     39003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             39004
    .00000   -.01322    .00000    .00000    .00000    .00000               39005                
    18.831    13.352  1007.216   901.516    87.391    46.000 0 0           39006                
        2.2641168479    .01028         .0410081788    .01018  0            39008                
HART15M   YEBES40M  1806+456 2019 05 16 22 22  39.0000000000               39101                
  -10169770.67318657    .02284  -196242.5960123763    .04353 0      I      39102                
    .00041    .00000    .00000    .00000  -3.434720136872090        0.     39103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             39104
    .00000   -.01322    .00000    .00000    .00000    .00000               39105                
     8.800    13.352   867.100   901.516    82.648    46.000 0 0           39106                
       -1.7139523280    .01276         .0327516897    .01802  0            39108                
SVETLOE   WETTZELL  NRAO150  2019 05 16 22 23  33.0000000000               39201                
    3454931.75439970    .00069   186516.9171014685    .00136 0      I      39202                
    .01364    .00000    .00000    .00000   2.673308266464658        0.     39203                
  0.752   1.541 -0.0280 -0.0192  0.0000  0.0054    -216722.119             39204
    .00000    .00843    .00000    .00000    .00000    .00000               39205                
     6.700     6.721  1019.600   940.900    68.521    99.800 0 0           39206                
        1.5417192765    .00090         .0268729510    .00119  0            39208                
KATH12M   SVETLOE   0059+581 2019 05 16 22 25  56.0000000000               39301                
   -7058739.86904960    .02856   146912.8853644925    .05818 0      I      39302                
    .00033    .00000    .00000    .00000  -1.826422107713079        0.     39303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             39304
    .00000    .00000    .00000    .00000    .00000    .00000               39305                
    25.612     6.681   996.894  1019.600    75.069    68.677 0 0           39306                
       -4.2661244835    .00843         .0187103136    .01202  0            39308                
ISHIOKA   KATH12M   0059+581 2019 05 16 22 25  56.0000000000               39401                
   14246412.27376877    .02317  -151709.9652436987    .04721 0      I      39402                
    .00041    .00000    .00000    .00000    .118045048081439        0.     39403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             39404
    .00000    .00000    .00000    .00000    .00000    .00000               39405                
    19.056    25.612  1007.281   996.894    86.781    75.069 0 0           39406                
        3.8225922930    .01102        -.0301518315    .01532  0            39408                
ISHIOKA   SVETLOE   0059+581 2019 05 16 22 25  56.0000000000               39501                
    7187674.53811600    .00929    -4798.0946649184    .01830 0      I      39502                
    .00102    .00000    .00000    .00000    .227504381058843        0.     39503                
  0.371   0.495  0.0003 -0.0096 -0.0004 -0.0022     214011.333             39504
    .00000    .00000    .00000    .00000    .00000    .00000               39505                
    19.056     6.681  1007.281  1019.600    86.781    68.677 0 0           39506                
        -.3938978959    .00338         .0057716747    .00459  0            39508                
ISHIOKA   KOKEE     0059+581 2019 05 16 22 25  56.0000000000               39601                
    3592118.41734156    .01353   708983.9890948120    .02665 0      I      39602                
    .00070    .00000    .00000    .00000    .659712606017112        0.     39603                
  0.371   0.407  0.0003  0.0003 -0.0004  0.0003       5356.626             39604
    .00000    .05727    .00000    .00000    .00000    .00000               39605                
    19.056    22.200  1007.281   891.500    86.781    69.919 0 0           39606                
         .3864925702    .00490         .0121737830    .00666  0            39608                
KATH12M   KOKEE     0059+581 2019 05 16 22 25  56.0000000000               39701                
  -10654306.09387941    .03026   860694.0798667767    .06164 0      I      39702                
    .00032    .00000    .00000    .00000  -4.267417106493782        0.     39703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             39704
    .00000    .05727    .00000    .00000    .00000    .00000               39705                
    25.612    22.200   996.894   891.500    75.069    69.919 0 0           39706                
       -3.4496842665    .01091         .0318399790    .01534  0            39708                
SVETLOE   WETTZELL  0059+581 2019 05 16 22 25  56.0000000000               39801                
    4402734.56562581    .00282    33666.2544999510    .00555 0      I      39802                
    .00336    .00000    .00000    .00000   5.515009273919462        0.     39803                
  0.495   0.860 -0.0096 -0.0065 -0.0022 -0.0022    -216722.120             39804
    .00000    .00702    .00000    .00000    .00000    .00000               39805                
     6.681     6.800  1019.600   940.900    68.677    99.800 0 0           39806                
        1.5507644019    .00217         .0002879722    .00288  0            39808                
WETTZELL  YEBES40M  0059+581 2019 05 16 22 25  56.0000000000               39901                
    3760929.85533247    .00209   121399.8640426173    .00144 0      I      39902                
    .00265    .00000    .00000    .00000   1.643740708526331        0.     39903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             39904
    .00702   -.00428    .00000    .00000    .00000    .00000               39905                
     6.800    13.056   940.900   901.600    99.800    46.109 0 0           39906                
        1.3037529157    .00209         .0398751711    .00106  0            39908                
MATERA    WETTZELL  0059+581 2019 05 16 22 25  56.0000000000               40001                
   -2647333.70723432    .00593    75111.4169019874    .00386 0      I      40002                
    .00104    .00000    .00000    .00000  -3.831003034449733        0.     40003                
  1.540   0.860  0.0076 -0.0065 -0.0007 -0.0022       1603.217             40004
   -.07675    .00702    .00000    .00000    .00000    .00000               40005                
    10.400     6.800   955.296   940.900    97.800    99.800 0 0           40006                
       -3.3085452253    .00459        -.0026554099    .00176  0            40008                
MATERA    SVETLOE   0059+581 2019 05 16 22 25  56.0000000000               40101                
   -7050068.02168024    .00650    41445.0567278844    .01215 0      I      40102                
    .00162    .00000    .00000    .00000  -3.021999942730368        0.     40103                
  1.540   0.495  0.0076 -0.0096 -0.0007 -0.0022     218325.337             40104
   -.07675    .00000    .00000    .00000    .00000    .00000               40105                
    10.400     6.681   955.296  1019.600    97.800    68.677 0 0           40106                
       -4.8542839634    .00480        -.0126141967    .00529  0            40108                
MATERA    YEBES40M  0059+581 2019 05 16 22 25  56.0000000000               40201                
    1113595.70185153    .00626   196512.2969736828    .00244 0      I      40202                
    .00076    .00000    .00000    .00000   -.415688020860506        0.     40203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             40204
   -.07675   -.00428    .00000    .00000    .00000    .00000               40205                
    10.400    13.056   955.296   901.600    97.800    46.109 0 0           40206                
       -2.0375417655    .00388        -.0082107247    .00097  0            40208                
SVETLOE   YEBES40M  0059+581 2019 05 16 22 25  56.0000000000               40301                
    8163664.97495320    .00223   155065.8172005463    .00440 0      I      40302                
    .00423    .00000    .00000    .00000   4.455370233058341        0.     40303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             40304
    .00000   -.00428    .00000    .00000    .00000    .00000               40305                
     6.681    13.056  1019.600   901.600    68.677    46.109 0 0           40306                
        2.8598790894    .00219         .0427114019    .00318  0            40308                
ISHIOKA   MATERA    0059+581 2019 05 16 22 25  56.0000000000               40401                
   14237741.96009547    .03432   -46243.4385822377    .06410 0      I      40402                
    .00031    .00000    .00000    .00000   3.987477064297339        0.     40403                
  0.371   1.540  0.0003  0.0076 -0.0004 -0.0007      -4314.004             40404
    .00000   -.07675    .00000    .00000    .00000    .00000               40405                
    19.056    10.400  1007.281   955.296    86.781    97.800 0 0           40406                
        4.4413310209    .01340         .0546076053    .01513  0            40408                
KOKEE     MATERA    0059+581 2019 05 16 22 25  56.0000000000               40501                
   10645626.26632145    .03344  -755226.5355746441    .06246 0      I      40502                
    .00031    .00000    .00000    .00000   5.027275288721261        0.     40503                
  0.407   1.540  0.0003  0.0076  0.0003 -0.0007      -9670.630             40504
    .05727   -.07675    .00000    .00000    .00000    .00000               40505                
    22.200    10.400   891.500   955.296    69.919    97.800 0 0           40506                
        4.0534766775    .00986         .0140271285    .01143  0            40508                
KOKEE     WETTZELL  0059+581 2019 05 16 22 25  56.0000000000               40601                
    7998293.35914658    .01666  -680115.1333275962    .03280 0      I      40602                
    .00057    .00000    .00000    .00000   2.338971561106694        0.     40603                
  0.407   0.860  0.0003 -0.0065  0.0003 -0.0022      -8067.413             40604
    .05727    .00702    .00000    .00000    .00000    .00000               40605                
    22.200     6.800   891.500   940.900    69.919    99.800 0 0           40606                
         .7575211805    .00515         .0067424777    .00706  0            40608                
KOKEE     YEBES40M  0059+581 2019 05 16 22 25  56.0000000000               40701                
   11759224.17248787    .01404  -558715.6677112056    .02764 0      I      40702                
    .00067    .00000    .00000    .00000   -.213397450317125        0.     40703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             40704
    .05727   -.00428    .00000    .00000    .00000    .00000               40705                
    22.200    13.056   891.500   901.600    69.919    46.109 0 0           40706                
        2.0793957574    .00491         .0459473899    .00725  0            40708                
KOKEE     SVETLOE   0059+581 2019 05 16 22 25  56.0000000000               40801                
    3595558.69261314    .00979  -713781.3101839237    .01928 0      I      40802                
    .00097    .00000    .00000    .00000   6.051088687650308        0.     40803                
  0.407   0.495  0.0003 -0.0096  0.0003 -0.0022     208654.707             40804
    .05727    .00000    .00000    .00000    .00000    .00000               40805                
    22.200     6.681   891.500  1019.600    69.919    68.677 0 0           40806                
        -.7893870371    .00316         .0033125886    .00433  0            40808                
ISHIOKA   YEBES40M  0059+581 2019 05 16 22 25  56.0000000000               40901                
   15351340.55678770    .01463   150267.5658681737    .02882 0      I      40902                
    .00064    .00000    .00000    .00000   3.819996988612763        0.     40903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             40904
    .00000   -.00428    .00000    .00000    .00000    .00000               40905                
    19.056    13.056  1007.281   901.600    86.781    46.109 0 0           40906                
        2.4559205007    .00610         .0523277516    .00895  0            40908                
ISHIOKA   WETTZELL  0059+581 2019 05 16 22 25  56.0000000000               41001                
   11590409.33732615    .01545    28868.0586166738    .03043 0      I      41002                
    .00061    .00000    .00000    .00000   5.120553571165722        0.     41003                
  0.371   0.860  0.0003 -0.0065 -0.0004 -0.0022      -2710.787             41004
    .00000    .00702    .00000    .00000    .00000    .00000               41005                
    19.056     6.800  1007.281   940.900    86.781    99.800 0 0           41006                
        1.1660952090    .00569         .0165741815    .00772  0            41008                
KATH12M   WETTZELL  0059+581 2019 05 16 22 25  56.0000000000               41101                
   -2656005.58568132    .02950   180579.3169764282    .02051 0      I      41102                
    .00019    .00000    .00000    .00000  -3.003744506090093        0.     41103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             41104
    .00000    .00702    .00000    .00000    .00000    .00000               41105                
    25.612     6.800   996.894   940.900    75.069    99.800 0 0           41106                
       -2.7016258624    .00852         .0192260724    .00415  0            41108                
KATH12M   YEBES40M  0059+581 2019 05 16 22 25  56.0000000000               41201                
    1104923.82814440    .02563   301980.2337062751    .01059 0      I      41202                
    .00017    .00000    .00000    .00000    .062138222779031        0.     41203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             41204
    .00000   -.00428    .00000    .00000    .00000    .00000               41205                
    25.612    13.056   996.894   901.600    75.069    46.109 0 0           41206                
       -1.3877485807    .00712         .0161814290    .00223  0            41208                
KATH12M   MATERA    0059+581 2019 05 16 22 25  56.0000000000               41301                
      -8671.92341431    .05408   105467.8924101863    .02075 0      I      41302                
    .00009    .00000    .00000    .00000  -5.177393950943501        0.     41303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             41304
    .00000   -.07675    .00000    .00000    .00000    .00000               41305                
    25.612    10.400   996.894   955.296    75.069    97.800 0 0           41306                
         .6456660301    .01456         .0317253465    .00351  0            41308                
ISHIOKA   SVETLOE   2229+695 2019 05 16 22 28  30.0000000000               41401                
     783938.16217445    .01391  -365265.4052648295    .02834 0      I      41402                
    .00069    .00000    .00000    .00000   1.117197941501003        0.     41403                
  0.393   0.335  0.0005 -0.0031  0.0002 -0.0011     214011.329             41404
    .00000    .00000    .00000    .00000    .00000    .00000               41405                
    19.266     6.566  1007.200  1019.600    86.546    69.103 0 0           41406                
        -.4428125146    .00786        -.0036281606    .01087  0            41408                
ISHIOKA   KOKEE     2229+695 2019 05 16 22 28  30.0000000000               41501                
    8135146.34970091    .03990   372229.4415178098    .05893 0      I      41502                
    .00021    .00000    .00000    .00000   -.510265992495953        0.     41503                
  0.393   0.688  0.0005  0.0012  0.0002  0.0008       5356.575             41504
    .00000    .05874    .00000    .00000    .00000    .00000               41505                
    19.266    22.200  1007.200   891.500    86.546    70.051 0 0           41506                
         .4086008110    .00976         .0238095186    .01025  0            41508                
KOKEE     SVETLOE   2229+695 2019 05 16 22 28  30.0000000000               41601                
   -7351202.20213727    .04302  -737494.4990678659    .08765 0      I      41602                
    .00022    .00000    .00000    .00000  -2.743156323954711        0.     41603                
  0.688   0.335  0.0012 -0.0031  0.0008 -0.0011     208654.754             41604
    .05874    .00000    .00000    .00000    .00000    .00000               41605                
    22.200     6.566   891.500  1019.600    70.051    69.103 0 0           41606                
        -.8551789094    .00678        -.0197122477    .01055  0            41608                
FORTLEZA  WETTZELL  1149-084 2019 05 16 22 29  52.0000000000               41701                
   14054361.89887161    .03179   858981.9626089484    .06260 0      I      41702                
    .00030    .00000    .00000    .00000   6.095021790888909        0.     41703                
  0.978   0.882 -0.0000  0.0051 -0.0001  0.0062      -2403.887             41704
    .00081    .00855    .00000    .00000    .00000    .00000               41705                
    27.100     6.800  1008.349   940.900    80.998    99.800 0 0           41706                
       -2.7336452925    .01622        -.0313299535    .02174  0            41708                
FORTLEZA  HART15M   1149-084 2019 05 16 22 29  52.0000000000               41801                
   10582325.41735593    .06700  1341045.5308870270    .13651 0      I      41802                
    .00014    .00000    .00000    .00000   1.153334374332289        0.     41803                
  0.978   0.515 -0.0000  0.0001 -0.0001 -0.0013       3354.374             41804
    .00081    .00000    .00000    .00000    .00000    .00000               41805                
    27.100     8.800  1008.349   867.100    80.998    83.300 0 0           41806                
         .0126227918    .01705        -.0691609980    .02462  0            41808                
HART15M   WETTZELL  1149-084 2019 05 16 22 29  52.0000000000               41901                
    3472041.56959670    .01456  -482063.3090669616    .02965 0      I      41902                
    .00066    .00000    .00000    .00000   4.604519770959902        0.     41903                
  0.515   0.882  0.0001  0.0051 -0.0013  0.0062      -5758.261             41904
    .00000    .00855    .00000    .00000    .00000    .00000               41905                
     8.800     6.800   867.100   940.900    83.300    99.800 0 0           41906                
       -2.7459929763    .00706        -.0084806786    .00981  0            41908                
ISHIOKA   SVETLOE   1039+811 2019 05 16 22 31  20.0000000000               42001                
   -8630325.44717580    .00869   158047.0440402263    .01712 0      I      42002                
    .00109    .00000    .00000    .00000   -.266119917259369        0.     42003                
  0.695   0.307  0.0023 -0.0024 -0.0002  0.0004     214011.325             42004
    .00000    .00000    .00000    .00000    .00000    .00000               42005                
    19.128     6.387  1007.228  1019.587    85.912    69.719 0 0           42006                
        -.4982378771    .01731         .0179571359    .02291  0            42008                
ISHIOKA   KOKEE     1039+811 2019 05 16 22 31  20.0000000000               42101                
    2813709.32762480    .02150  -179357.6773909880    .04235 0      I      42102                
    .00044    .00000    .00000    .00000   2.365656701545396        0.     42103                
  0.695   0.921  0.0023  0.0023 -0.0002 -0.0006       5356.518             42104
    .00000    .05969    .00000    .00000    .00000    .00000               42105                
    19.128    22.200  1007.228   891.500    85.912    70.355 0 0           42106                
         .3623023510    .01094         .0059890396    .01466  0            42108                
KOKEE     SVETLOE   1039+811 2019 05 16 22 31  20.0000000000               42201                
  -11444035.72252680    .01119   337404.8131038430    .02204 0      I      42202                
    .00084    .00000    .00000    .00000  -1.254610662162476        0.     42203                
  0.921   0.307  0.0023 -0.0024 -0.0006  0.0004     208654.807             42204
    .05969    .00000    .00000    .00000    .00000    .00000               42205                
    22.200     6.387   891.500  1019.587    70.355    69.719 0 0           42206                
        -.8802919846    .01473         .0278110338    .01951  0            42208                
KATH12M   YARRA12M  1936-155 2019 05 16 22 32  44.0000000000               42301                
   -3524575.58734648    .01323  -395037.4648287399    .00814 0      I      42302                
    .00040    .00000    .00000    .00000  -3.884207400391227        0.     42303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             42304
    .00000    .00000    .00000    .00000    .00000    .00000               42305                
    25.812     5.200   996.812   992.511    74.553    91.389 0 0           42306                
        4.0234254952    .01192         .0205731248    .00495  0            42308                
HART15M   KATH12M   1936-155 2019 05 16 22 32  44.0000000000               42401                
   -1222487.18151923    .02790  2205071.0664123450    .04995 0      I      42402                
    .00032    .00000    .00000    .00000  -2.806958739454176        0.     42403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             42404
    .00000    .00000    .00000    .00000    .00000    .00000               42405                
     8.789    25.812   867.100   996.812    83.300    74.553 0 0           42406                
        -.4713486336    .01516        -.0202869767    .01845  0            42408                
HART15M   YARRA12M  1936-155 2019 05 16 22 32  44.0000000000               42501                
   -4747062.35939126    .02346  1810032.5872063170    .04201 0      I      42502                
    .00038    .00000    .00000    .00000  -2.955114918269137        0.     42503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             42504
    .00000    .00000    .00000    .00000    .00000    .00000               42505                
     8.789     5.200   867.100   992.511    83.300    91.389 0 0           42506                
        3.5419912905    .01394         .0033697294    .01693  0            42508                
ISHIOKA   KOKEE     0529+483 2019 05 16 22 33   4.0000000000               42601                
   -8029246.52423565    .01574   344209.5933175307    .03206 0      I      42602                
    .00061    .00000    .00000    .00000  -2.865718992061793        0.     42603                
  0.719   0.370  0.0017  0.0002 -0.0048 -0.0002       5356.484             42604
    .00000    .05932    .00000    .00000    .00000    .00000               42605                
    19.158    22.200  1007.279   891.500    85.971    70.460 0 0           42606                
         .2577583556    .00864        -.0153290218    .01196  0            42608                
KOKEE     WETTZELL  0529+483 2019 05 16 22 33   4.0000000000               42701                
   12507268.25283044    .01397   905310.6160937608    .02846 0      I      42702                
    .00068    .00000    .00000    .00000   3.818657684900562        0.     42703                
  0.370   1.297  0.0002 -0.0168 -0.0002  0.0071      -8067.285             42704
    .05932    .01041    .00000    .00000    .00000    .00000               42705                
    22.200     6.821   891.500   940.879    70.460    99.800 0 0           42706                
         .8353345458    .00795         .0115745706    .01100  0            42708                
ISHIOKA   WETTZELL  0529+483 2019 05 16 22 33   4.0000000000               42801                
    4478014.46112550    .01300  1249521.3969939770    .02561 0      I      42802                
    .00073    .00000    .00000    .00000   2.163962329546300        0.     42803                
  0.719   1.297  0.0017 -0.0168 -0.0048  0.0071      -2710.802             42804
    .00000    .01041    .00000    .00000    .00000    .00000               42805                
    19.158     6.821  1007.279   940.879    85.971    99.800 0 0           42806                
        1.0764379460    .01277        -.0088762177    .01695  0            42808                
MATERA    SVETLOE   1243-072 2019 05 16 22 35   7.0000000000               42901                
    6926785.27187286    .01536  -129797.4222976009    .02776 8      I      42902                
    .00067    .00000    .00000    .00000   2.832781814648020        0.     42903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             42904
   -.06915    .00000    .00000    .00000    .00000    .00000               42905                
    10.394     6.284   955.200  1019.500    97.800    70.549 0 0           42906                
        -.4464293059    .05625       -6.8365306808    .05934  0            42908                
MATERA    YEBES40M  1243-072 2019 05 16 22 35   7.0000000000               43001                
   -2636210.88339089    .00751  -353336.1330799968    .00553 1      I      43002                
    .00088    .00000    .00000    .00000  -3.855418096375253        0.     43003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43004
   -.06915   -.02280    .00000    .00000    .00000    .00000               43005                
    10.394    12.266   955.200   901.634    97.800    48.168 0 0           43006                
        -.2540256218    .02066         .0246743054    .00965  0            43008                
SVETLOE   YEBES40M  1243-072 2019 05 16 22 35   7.0000000000               43101                
   -9562994.65315632    .00393  -223539.1260425545    .00749 8      I      43102                
    .00237    .00000    .00000    .00000  -4.555953300056781        0.     43103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43104
    .00000   -.02280    .00000    .00000    .00000    .00000               43105                
     6.284    12.266  1019.500   901.634    70.549    48.168 0 0           43106                
        2.6942243706    .03576        -.0048139768    .05007  0            43108                
ISHIOKA   KOKEE     2113+293 2019 05 16 22 35  57.0000000000               43201                
   15933981.77418044    .02075   629382.0486371560    .01946 0      I      43202                
    .00031    .00000    .00000    .00000   4.920891057920302        0.     43203                
  0.355   2.362 -0.0000  0.0083  0.0009  0.0148       5356.425             43204
    .00000    .06042    .00000    .00000    .00000    .00000               43205                
    19.035    22.235  1007.200   891.500    85.100    70.161 0 0           43206                
         .6407512120    .00875         .0526676612    .00562  0            43208                
KOKEE     WETTZELL  2113+293 2019 05 16 22 35  57.0000000000               43301                
   -4755114.39409197    .01765 -2128732.5283088660    .01655 0      I      43302                
    .00037    .00000    .00000    .00000  -5.543231324623250        0.     43303                
  2.362   0.857  0.0083 -0.0029  0.0148 -0.0060      -8067.233             43304
    .06042    .00677    .00000    .00000    .00000    .00000               43305                
    22.235     6.865   891.500   940.800    70.161    99.800 0 0           43306                
         .4719950786    .00956        -.0247480835    .00609  0            43308                
ISHIOKA   WETTZELL  2113+293 2019 05 16 22 35  57.0000000000               43401                
   11178833.39465322    .01250 -1499351.7507174470    .01041 0      I      43402                
    .00049    .00000    .00000    .00000   3.464636224345277        0.     43403                
  0.355   0.857 -0.0000 -0.0029  0.0009 -0.0060      -2710.808             43404
    .00000    .00677    .00000    .00000    .00000    .00000               43405                
    19.035     6.865  1007.200   940.800    85.100    99.800 0 0           43406                
        1.1455905823    .00987         .0110590873    .00555  0            43408                
KATH12M   YARRA12M  2355-534 2019 05 16 22 37  49.0000000000               43501                
   -1606799.47077855    .01218  -199899.7020630778    .00808 0      I      43502                
    .00045    .00000    .00000    .00000   -.340534447136311        0.     43503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43504
    .00000    .00000    .00000    .00000    .00000    .00000               43505                
    25.920     5.091   996.900   992.644    74.060    91.365 0 0           43506                
        4.0563825622    .01962        -.0015524270    .00876  0            43508                
FORTLEZA  SVETLOE   4C39.25  2019 05 16 22 38  14.0000000000               43601                
    3139584.24332510    .01090   -80205.0341269794    .02147 8      I      43602                
    .00087    .00000    .00000    .00000   -.346457916611892        0.     43603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43604
    .00106    .00000    .00000    .00000    .00000    .00000               43605                
    27.082     6.200  1008.409  1019.500    81.119    70.811 0 0           43606                
         .0000000000    .00000         .0000000000    .00000  0            43608                
ISHIOKA   KOKEE     2319+317 2019 05 16 22 38  30.0000000000               43701                
    9517382.25779246    .08605  1025919.9088425170    .13379 2      I      43702                
    .00010    .00000    .00000    .00000   5.887427851285015        0.     43703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43704
    .00000    .06007    .00000    .00000    .00000    .00000               43705                
    19.015    22.300  1007.221   891.521    84.951    69.985 0 0           43706                
         .4521923881    .02312        -.0133089274    .02533  0            43708                
KOKEE     WETTZELL  2319+317 2019 05 16 22 38  30.0000000000               43801                
    9705280.44140991    .10514 -1805170.5445638250    .16348 8      I      43802                
    .00008    .00000    .00000    .00000    .891755629429452        0.     43803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43804
    .06007    .00801    .00000    .00000    .00000    .00000               43805                
    22.300     6.800   891.521   940.800    69.985    99.800 0 0           43806                
        1.6032817621    .04874        5.7014514806    .05174  0            43808                
ISHIOKA   WETTZELL  2319+317 2019 05 16 22 38  30.0000000000               43901                
   19222645.84596837    .09686  -779219.4058170202    .08804 8      I      43902                
    .00010    .00000    .00000    .00000   3.044062368148912        0.     43903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             43904
    .00000    .00801    .00000    .00000    .00000    .00000               43905                
    19.015     6.800  1007.221   940.800    84.951    99.800 0 0           43906                
        -.4145033491    .04297        -.0095354144    .02671  0            43908                
ISHIOKA   KOKEE     3C371    2019 05 16 22 41  24.0000000000               44001                
   10416084.75408243    .01395  -133192.5319001966    .02114 0      I      44002                
    .00059    .00000    .00000    .00000   4.164489658787745        0.     44003                
  0.522   2.916  0.0010  0.0318  0.0013  0.0045       5356.315             44004
    .00000    .05987    .00000    .00000    .00000    .00000               44005                
    18.847    22.277  1007.300   891.577    84.664    70.186 0 0           44006                
         .4045428505    .00653         .0235698126    .00675  0            44008                
MATERA    YEBES40M  3C371    2019 05 16 22 41  24.0000000000               44101                
    1495503.72558875    .00571   -90180.6407665645    .00889 0      I      44102                
    .00168    .00000    .00000    .00000   6.106203339041716        0.     44103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             44104
   -.07812   -.00581    .00000    .00000    .00000    .00000               44105                
    10.300    11.880   955.185   902.039    97.800    50.197 0 0           44106                
       -2.1016393351    .00982        -.0062036543    .00969  0            44108                
ISHIOKA   MATERA    3C371    2019 05 16 22 41  24.0000000000               44201                
   -4769607.99852588    .04508  -692066.4866096963    .05613 0      I      44202                
    .00019    .00000    .00000    .00000  -4.603293118961812        0.     44203                
  0.522   0.419  0.0010  0.0005  0.0013  0.0001      -4314.247             44204
    .00000   -.07812    .00000    .00000    .00000    .00000               44205                
    18.847    10.300  1007.300   955.185    84.664    97.800 0 0           44206                
        4.3103910889    .02188         .0044269647    .01627  0            44208                
KOKEE     MATERA    3C371    2019 05 16 22 41  24.0000000000               44301                
  -15185686.88107905    .04819  -558874.6452127348    .06924 0      I      44302                
    .00019    .00000    .00000    .00000  -3.841560071326916        0.     44303                
  2.916   0.419  0.0318  0.0005  0.0045  0.0001      -9670.562             44304
    .05987   -.07812    .00000    .00000    .00000    .00000               44305                
    22.277    10.300   891.577   955.185    70.186    97.800 0 0           44306                
        3.8883690872    .01764        -.0004652817    .01540  0            44308                
KOKEE     YEBES40M  3C371    2019 05 16 22 41  24.0000000000               44401                
  -13690181.86425303    .01849  -649055.1292966567    .03035 0      I      44402                
    .00047    .00000    .00000    .00000  -1.816523936889581        0.     44403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             44404
    .05987   -.00581    .00000    .00000    .00000    .00000               44405                
    22.277    11.880   891.577   902.039    70.186    50.197 0 0           44406                
        1.8562475230    .01077         .0231336456    .01308  0            44408                
ISHIOKA   YEBES40M  3C371    2019 05 16 22 41  24.0000000000               44501                
   -3274103.81991287    .01562  -782247.1180677261    .02563 0      I      44502                
    .00055    .00000    .00000    .00000   -.770805438783386        0.     44503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             44504
    .00000   -.00581    .00000    .00000    .00000    .00000               44505                
    18.847    11.880  1007.300   902.039    84.664    50.197 0 0           44506                
        2.2510470225    .01286         .0211453892    .01556  0            44508                
KATH12M   KOKEE     2355-106 2019 05 16 22 44  14.0000000000               44601                
   11309437.17795046    .02688  1485930.4962776930    .03452 0      I      44602                
    .00028    .00000    .00000    .00000   -.759753453417612        0.     44603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             44604
    .00000    .06062    .00000    .00000    .00000    .00000               44605                
    26.059    22.200   996.900   891.500    73.294    69.671 0 0           44606                
       -2.7589432002    .00925        -.0421936014    .00822  0            44608                
FORTLEZA  YEBES40M  1418+546 2019 05 16 22 44  38.0000000000               44701                
  -12020505.10395400    .02660   524086.2716140809    .04365 0      I      44702                
    .00033    .00000    .00000    .00000  -3.380256095734989        0.     44703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             44704
    .00356   -.00173    .00000    .00000    .00000    .00000               44705                
    27.067    11.769  1008.456   902.139    81.211    51.306 0 0           44706                
       -1.8683551591    .01320        -.0315598230    .01608  0            44708                
