DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
   0.00349    .00000    .00000    .00000   0.345922188469109       0.0     27903                
  0.086   0.269  0.0006 -0.0020 -0.0003 -0.0164    -308189.026             27904
   0.00000  -0.00940    .00000    .00000    .00000    .00000               27905                
     2.178   -10.071  1007.100  1004.500    58.935    75.020 0 0           27906                
        0.1132535041   0.00334            -0.02562   0.00409  0            27908                
ISHIOKA   ONSALA60  OJ287    2019 01 02 18 14   4.0000000000               28001                
   16189997.77152166   0.00508 -1193304.2658789207   0.01561 0      I      28002                
   0.00231    .00000    .00000    .00000   1.303475007633522       0.0     28003                
  0.086   0.644  0.0006  0.0552 -0.0003 -0.1126     -41576.899             28004
   0.00000   0.00032    .00000    .00000    .00000    .00000               28005                
     2.178     3.200  1007.100  1030.600    58.935    50.257 0 0           28006                
        1.1866671251   0.00765            -0.01095   0.01522  0            28008                
ISHIOKA   SEJONG    OJ287    2019 01 02 18 14   4.0000000000               28101                
    -962369.19958949   0.00203  -256086.9966305049   0.00302 0      I      28102                
   0.00402    .00000    .00000    .00000  -2.519944808770265       0.0     28103                
  0.086   0.123  0.0006  0.0006 -0.0003  0.0000     -59975.286             28104
   0.00000   0.00000    .00000    .00000    .00000    .00000               28105                
     2.178    -5.013  1007.100  1004.800    58.935    79.295 0 0           28106                
        1.0802777713   0.01939            -0.01669   0.00620  0            28108                
ISHIOKA   WETTZ13N  OJ287    2019 01 02 18 14   4.0000000000               28201                
   17281336.94279171   0.00319 -1358954.4107185297   0.00501 0      I      28202                
   0.00263    .00000    .00000    .00000   3.803495243550305       0.0     28203                
  0.086   0.864  0.0006  0.0804 -0.0003 -0.2923        985.519             28204
   0.00000   0.00000    .00000    .00000    .00000    .00000               28205                
     2.178    -3.000  1007.100   955.202    58.935    85.139 0 0           28206                
        0.7747033068   0.00452            -0.02125   0.00458  0            28208                
ISHIOKA   YARRA12M  OJ287    2019 01 02 18 14   4.0000000000               28301                
    5328905.79859345   0.00536  -505473.6568524269   0.01549 0      I      28302                
   0.00213    .00000    .00000    .00000   4.256740759999762       0.0     28303                
  0.086   0.438  0.0006  0.0006 -0.0003 -0.0001      12736.354             28304
   0.00000   0.00000    .00000    .00000    .00000    .00000               28305                
     2.178    14.800  1007.100   980.100    58.935    50.000 0 0           28306                
        0.0065483340   0.00892            -0.00709   0.01678  0            28308                
KATH12M   NYALES20  OJ287    2019 01 02 18 14   4.0000000000               28401                
   10818913.68183966   0.00897  -605724.2886313169   0.01727 0      I      28402                
   0.00105    .00000    .00000    .00000   2.993833552093363       0.0     28403                
  1.296   0.269  0.0014 -0.0020  0.0007 -0.0164    -314883.433             28404
   0.00000  -0.00940    .00000    .00000    .00000    .00000               28405                
    27.066   -10.071   990.657  1004.500    81.784    75.020 0 0           28406                
        0.2323259473   0.00873            -0.01756   0.01035  0            28408                
KATH12M   ONSALA60  OJ287    2019 01 02 18 14   4.0000000000               28501                
   13929091.52432949   0.01680 -1091559.2490305372   0.05161 0      I      28502                
   0.00071    .00000    .00000    .00000   4.132532790971230       0.0     28503                
  1.296   0.644  0.0014  0.0552  0.0007 -0.1126     -48271.307             28504
   0.00000   0.00032    .00000    .00000    .00000    .00000               28505                
    27.066     3.200   990.657  1030.600    81.784    50.257 0 0           28506                
        1.3126763540   0.01834             0.04980   0.03534  0            28508                
KATH12M   SEJONG    OJ287    2019 01 02 18 14   4.0000000000               28601                
   -3223277.53321764   0.00585  -154342.0759178372   0.00871 0      I      28602                
   0.00142    .00000    .00000    .00000  -1.984511477919872       0.0     28603                
  1.296   0.123  0.0014  0.0006  0.0007  0.0000     -66669.694             28604
   0.00000   0.00000    .00000    .00000    .00000    .00000               28605                
    27.066    -5.013   990.657  1004.800    81.784    79.295 0 0           28606                
        1.0424042241   0.05665            -0.01076   0.01811  0            28608                
KATH12M   YARRA12M  OJ287    2019 01 02 18 14   4.0000000000               28701                
    3067998.03442045   0.01171  -403728.7762814476   0.03382 0      I      28702                
   0.00099    .00000    .00000    .00000   2.319212770031069       0.0     28703                
  1.296   0.438  0.0014  0.0006  0.0007 -0.0001       6041.946             28704
   0.00000   0.00000    .00000    .00000    .00000    .00000               28705                
    27.066    14.800   990.657   980.100    81.784    50.000 0 0           28706                
        0.1006922023   0.01748            -0.04737   0.03269  0            28708                
NYALES20  ONSALA60  OJ287    2019 01 02 18 14   4.0000000000               28801                
    3110183.22104584   0.00345  -485835.1350452083   0.01060 0      I      28802                
   0.00342    .00000    .00000    .00000   5.980177229936987       0.0     28803                
  0.269   0.644 -0.0020  0.0552 -0.0164 -0.1126     266612.127             28804
  -0.00940   0.00032    .00000    .00000    .00000    .00000               28805                
   -10.071     3.200  1004.500  1030.600    75.020    50.257 0 0           28806                
        1.0670936160   0.00560             0.00247   0.01119  0            28808                
NYALES20  WETTZ13N  OJ287    2019 01 02 18 14   4.0000000000               28901                
    4201524.59012327   0.00238  -651485.3281422169   0.00457 0      I      28902                
   0.00391    .00000    .00000    .00000   2.224624611804452       0.0     28903                
  0.269   0.864 -0.0020  0.0804 -0.0164 -0.2923     309174.544             28904
  -0.00940   0.00000    .00000    .00000    .00000    .00000               28905                
   -10.071    -3.000  1004.500   955.202    75.020    85.139 0 0           28906                
        0.6533719781   0.00361             0.00873   0.00451  0            28908                
NYALES20  YARRA12M  OJ287    2019 01 02 18 14   4.0000000000               29001                
   -7750917.83361080   0.00593   201994.5021016799   0.01712 0      I      29002                
   0.00192    .00000    .00000    .00000  -2.082686914134825       0.0     29003                
  0.269   0.438 -0.0020  0.0006 -0.0164 -0.0001     320925.380             29004
  -0.00940   0.00000    .00000    .00000    .00000    .00000               29005                
   -10.071    14.800  1004.500   980.100    75.020    50.000 0 0           29006                
       -0.1401394382   0.00719             0.02968   0.01319  0            29008                
ONSALA60  WETTZ13N  OJ287    2019 01 02 18 14   4.0000000000               29101                
    1091341.86034523   0.00356  -165650.2935341445   0.01095 0      I      29102                
   0.00331    .00000    .00000    .00000   2.749887729925996       0.0     29103                
  0.644   0.864  0.0552  0.0804 -0.1126 -0.2923      42562.418             29104
   0.00032   0.00000    .00000    .00000    .00000    .00000               29105                
     3.200    -3.000  1030.600   955.202    50.257    85.139 0 0           29106                
       -0.4142255365   0.00577             0.00287   0.01153  0            29108                
ONSALA60  YARRA12M  OJ287    2019 01 02 18 14   4.0000000000               29201                
  -10861103.10534044   0.00899   687829.6500946736   0.02763 0      I      29202                
   0.00131    .00000    .00000    .00000  -0.670853940437459       0.0     29203                
  0.644   0.438  0.0552  0.0006 -0.1126 -0.0001      54313.253             29204
   0.00032   0.00000    .00000    .00000    .00000    .00000               29205                
     3.200    14.800  1030.600   980.100    50.257    50.000 0 0           29206                
       -1.1984980229   0.01134            -0.05024   0.02224  0            29208                
SEJONG    NYALES20  OJ287    2019 01 02 18 14   4.0000000000               29301                
   14042189.76164595   0.00212  -451382.5655432080   0.00407 0      I      29302                
   0.00439    .00000    .00000    .00000   6.207345936185182       0.0     29303                
  0.123   0.269  0.0006 -0.0020  0.0000 -0.0164    -248213.739             29304
   0.00000  -0.00940    .00000    .00000    .00000    .00000               29305                
    -5.013   -10.071  1004.800  1004.500    79.295    75.020 0 0           29306                
       -0.9707713583   0.01965            -0.00537   0.00813  0            29308                
SEJONG    ONSALA60  OJ287    2019 01 02 18 14   4.0000000000               29401                
   17152366.09923495   0.00393  -937217.5410772461   0.01208 0      I      29402                
   0.00298    .00000    .00000    .00000   2.667066615817840       0.0     29403                
  0.123   0.644  0.0006  0.0552  0.0000 -0.1126      18398.387             29404
   0.00000   0.00032    .00000    .00000    .00000    .00000               29405                
    -5.013     3.200  1004.800  1030.600    79.295    50.257 0 0           29406                
        0.0098323293   0.04661            -0.00976   0.03076  0            29408                
SEJONG    WETTZ13N  OJ287    2019 01 02 18 14   4.0000000000               29501                
   18243705.11525903   0.00254 -1102867.7969621343   0.00398 0      I      29502                
   0.00330    .00000    .00000    .00000   3.456942085639929       0.0     29503                
  0.123   0.864  0.0006  0.0804  0.0000 -0.2923      60960.805             29504
   0.00000   0.00000    .00000    .00000    .00000    .00000               29505                
    -5.013    -3.000  1004.800   955.202    79.295    85.139 0 0           29506                
       -0.3294224750   0.02757             0.00138   0.00929  0            29508                
SEJONG    YARRA12M  OJ287    2019 01 02 18 14   4.0000000000               29601                
    6291274.76985173   0.00457  -249386.6777363124   0.01319 0      I      29602                
   0.00250    .00000    .00000    .00000   0.992769063260049       0.0     29603                
  0.123   0.438  0.0006  0.0006  0.0000 -0.0001      72711.640             29604
   0.00000   0.00000    .00000    .00000    .00000    .00000               29605                
    -5.013    14.800  1004.800   980.100    79.295    50.000 0 0           29606                
       -1.0933655076   0.04950            -0.01866   0.03070  0            29608                
WETTZ13N  YARRA12M  OJ287    2019 01 02 18 14   4.0000000000               29701                
  -11952445.88657385   0.00720   853479.9418933807   0.02079 0      I      29702                
   0.00158    .00000    .00000    .00000  -0.275147733749115       0.0     29703                
  0.864   0.438  0.0804  0.0006 -0.2923 -0.0001      11750.835             29704
   0.00000   0.00000    .00000    .00000    .00000    .00000               29705                
    -3.000    14.800   955.202   980.100    85.139    50.000 0 0           29706                
       -0.7836918459   0.00853            -0.00486   0.01562  0            29708                
HART15M   YARRA12M  0537-286 2019 01 02 18 16  30.0000000000               29801                
     869543.07894081   0.02218  1670956.7032752074   0.01703 0      I      29802                
   0.00026    .00000    .00000    .00000   5.141178688543950       0.0     29803                
  0.859   0.367 -0.0005 -0.0001  0.0001  0.0011     -10789.838             29804
   0.00000   0.00000    .00000    .00000    .00000    .00000               29805                
    20.398    14.837   864.300   980.100    86.368    50.000 0 0           29806                
       -0.3542164992   0.01770            -0.01491   0.00799  0            29808                
ISHIOKA   NYALES20  0059+581 2019 01 02 18 16  43.0000000000               29901                
  -16260562.35182788   0.00743  -383447.0386033891   0.00985 0      I      29902                
   0.00104    .00000    .00000    .00000  -2.603747031424006       0.0     29903                
  0.372   0.088 -0.0605  0.0003 -0.0087  0.0002    -308188.735             29904
   0.00000  -0.01890    .00000    .00000    .00000    .00000               29905                
     2.636   -10.260  1007.084  1004.400    58.388    76.220 0 0           29906                
        0.1005985000   0.00547            -0.01439   0.00414  0            29908                
ISHIOKA   ONSALA60  0059+581 2019 01 02 18 16  43.0000000000               30001                
  -17375423.32266638   0.01196  -323697.9563146675   0.03029 0      I      30002                
   0.00089    .00000    .00000    .00000  -4.833291167552107       0.0     30003                
  0.372   0.097 -0.0605  0.0001 -0.0087  0.0003     -41577.032             30004
   0.00000  -0.00224    .00000    .00000    .00000    .00000               30005                
     2.636     3.200  1007.084  1030.600    58.388    49.296 0 0           30006                
        1.1504918358   0.01006            -0.02360   0.01520  0            30008                
ISHIOKA   SEJONG    0059+581 2019 01 02 18 16  43.0000000000               30101                
   -1583099.11509459   0.00669   100324.4165847733   0.00785 0      I      30102                
   0.00108    .00000    .00000    .00000  -0.196754574361650       0.0     30103                
  0.372   0.502 -0.0605 -0.0284 -0.0087  0.0001     -59975.335             30104
   0.00000   0.00000    .00000    .00000    .00000    .00000               30105                
     2.636    -5.148  1007.084  1004.784    58.388    78.520 0 0           30106                
        0.9089006729   0.03088            -0.02314   0.00778  0            30108                
NYALES20  ONSALA60  0059+581 2019 01 02 18 16  43.0000000000               30201                
   -1114859.99781926   0.00614    59749.4951477103   0.01556 0      I      30202                
   0.00174    .00000    .00000    .00000  -2.949296177603423       0.0     30203                
  0.088   0.097  0.0003  0.0001  0.0002  0.0003     266611.704             30204
  -0.01890  -0.00224    .00000    .00000    .00000    .00000               30205                
   -10.260     3.200  1004.400  1030.600    76.220    49.296 0 0           30206                
        1.0698829080   0.00620             0.00412   0.00974  0            30208                
SEJONG    NYALES20  0059+581 2019 01 02 18 16  43.0000000000               30301                
  -14677463.98321315   0.00592  -483771.3421593588   0.00784 0      I      30302                
   0.00130    .00000    .00000    .00000  -3.487503989677460       0.0     30303                
  0.502   0.088 -0.0284  0.0003  0.0001  0.0002    -248213.400             30304
   0.00000  -0.01890    .00000    .00000    .00000    .00000               30305                
    -5.148   -10.260  1004.784  1004.400    78.520    76.220 0 0           30306                
       -0.8394713249   0.02928             0.00416   0.00833  0            30308                
SEJONG    ONSALA60  0059+581 2019 01 02 18 16  43.0000000000               30401                
  -15792324.85610565   0.00899  -424022.1649905678   0.02277 0      I      30402                
   0.00119    .00000    .00000    .00000  -0.918920072285342       0.0     30403                
  0.502   0.097 -0.0284  0.0001  0.0001  0.0003      18398.304             30404
   0.00000  -0.00224    .00000    .00000    .00000    .00000               30405                
    -5.148     3.200  1004.784  1030.600    78.520    49.296 0 0           30406                
        0.0662739410   0.06079             0.01648   0.03307  0            30408                
HART15M   ISHIOKA   0529+483 2019 01 02 18 19  45.0000000000               30501                
   -9600042.04750562   0.01626  1381520.1002702210   0.01820 0      I      30502                
   0.00044    .00000    .00000    .00000  -1.688531749110101       0.0     30503                
  4.846   0.116  0.1027 -0.0028  0.0058 -0.0015     -23526.406             30504
   0.00000   0.00000    .00000    .00000    .00000    .00000               30505                
    20.200     2.176   864.313  1007.000    86.473    57.955 0 0           30506                
       -0.5589139840   0.01261            -0.00126   0.00822  0            30508                
HART15M   NYALES20  0529+483 2019 01 02 18 19  45.0000000000               30601                
  -14308243.22546190   0.01063   421169.8327603562   0.01358 0      I      30602                
   0.00071    .00000    .00000    .00000   1.181426063300717       0.0     30603                
  4.846   0.091  0.1027  0.0003  0.0058 -0.0013    -331714.810             30604
   0.00000   0.01785    .00000    .00000    .00000    .00000               30605                
    20.200   -10.440   864.313  1004.400    86.473    79.000 0 0           30606                
       -0.4611324696   0.00956             0.00166   0.00740  0            30608                
HART15M   ONSALA60  0529+483 2019 01 02 18 19  45.0000000000               30701                
  -14797489.96716438   0.00729   129061.0755208807   0.00339 0      I      30702                
   0.00063    .00000    .00000    .00000  -1.478406075415922       0.0     30703                
  4.846   0.129  0.1027  0.0003  0.0058 -0.0021     -65103.589             30704
   0.00000   0.00620    .00000    .00000    .00000    .00000               30705                
    20.200     3.200   864.313  1030.600    86.473    49.656 0 0           30706                
        0.6173764173   0.00794            -0.01093   0.00232  0            30708                
HART15M   SEJONG    0529+483 2019 01 02 18 19  45.0000000000               30801                
  -12042625.44796508   0.00963  1305814.2916369014   0.00470 0      I      30802                
   0.00048    .00000    .00000    .00000  -5.288091437445953       0.0     30803                
  4.846   0.187  0.1027 -0.0018  0.0058 -0.0000     -83501.798             30804
   0.00000   0.00000    .00000    .00000    .00000    .00000               30805                
    20.200    -5.400   864.313  1004.700    86.473    78.246 0 0           30806                
        0.4445165095   0.03994            -0.01525   0.00418  0            30808                
ISHIOKA   NYALES20  0529+483 2019 01 02 18 19  45.0000000000               30901                
   -4708210.37975210   0.00866  -960349.0103178591   0.01107 0      I      30902                
   0.00087    .00000    .00000    .00000  -0.991594143166133       0.0     30903                
  0.116   0.091 -0.0028  0.0003 -0.0015 -0.0013    -308188.403             30904
   0.00000   0.01785    .00000    .00000    .00000    .00000               30905                
     2.176   -10.440  1007.000  1004.400    57.955    79.000 0 0           30906                
        0.0918478776   0.00891            -0.01761   0.00708  0            30908                
ISHIOKA   ONSALA60  0529+483 2019 01 02 18 19  45.0000000000               31001                
   -5197459.93025613   0.00959 -1252457.4383613283   0.01073 0      I      31002                
   0.00074    .00000    .00000    .00000  -3.427826278074311       0.0     31003                
  0.116   0.129 -0.0028  0.0003 -0.0015 -0.0021     -41577.183             31004
   0.00000   0.00620    .00000    .00000    .00000    .00000               31005                
     2.176     3.200  1007.000  1030.600    57.955    49.656 0 0           31006                
        1.1861616865   0.01344             0.01528   0.00969  0            31008                
ISHIOKA   SEJONG    0529+483 2019 01 02 18 19  45.0000000000               31101                
   -2442584.14115758   0.00724   -75705.8027001209   0.00811 0      I      31102                
   0.00098    .00000    .00000    .00000  -3.063768694951062       0.0     31103                
  0.116   0.187 -0.0028 -0.0018 -0.0015 -0.0000     -59975.392             31104
   0.00000   0.00000    .00000    .00000    .00000    .00000               31105                
     2.176    -5.400  1007.000  1004.700    57.955    78.246 0 0           31106                
        0.9403429073   0.05763            -0.01094   0.01386  0            31108                
NYALES20  ONSALA60  0529+483 2019 01 02 18 19  45.0000000000               31201                
    -489250.86656991   0.00638  -292108.6303883552   0.00816 0      I      31202                
   0.00119    .00000    .00000    .00000  -1.928988697091410       0.0     31203                
  0.091   0.129  0.0003  0.0003 -0.0013 -0.0021     266611.221             31204
   0.01785   0.00620    .00000    .00000    .00000    .00000               31205                
   -10.440     3.200  1004.400  1030.600    79.000    49.656 0 0           31206                
        1.0640836242   0.00974            -0.00253   0.00807  0            31208                
SEJONG    NYALES20  0529+483 2019 01 02 18 19  45.0000000000               31301                
   -2265628.38121491   0.00694  -884643.3590425379   0.00886 0      I      31302                
   0.00109    .00000    .00000    .00000  -1.205003694221461       0.0     31303                
  0.187   0.091 -0.0018  0.0003 -0.0000 -0.0013    -248213.011             31304
   0.00000   0.01785    .00000    .00000    .00000    .00000               31305                
    -5.400   -10.440  1004.700  1004.400    78.246    79.000 0 0           31306                
       -0.7964206175   0.04921             0.00003   0.01350  0            31308                
SEJONG    ONSALA60  0529+483 2019 01 02 18 19  45.0000000000               31401                
   -2754878.63519132   0.00478 -1176751.7616171981   0.00233 0      I      31402                
   0.00098    .00000    .00000    .00000  -2.260363301526934       0.0     31403                
  0.187   0.129 -0.0018  0.0003 -0.0000 -0.0021      18398.209             31404
   0.00000   0.00620    .00000    .00000    .00000    .00000               31405                
    -5.400     3.200  1004.700  1030.600    78.246    49.656 0 0           31406                
        0.0879810118   0.04947             0.00517   0.00518  0            31408                
KATH12M   YARRA12M  0823+033 2019 01 02 18 20  50.0000000000               31501                
     769133.93084273   0.03958  -440105.3682328701   0.01998 0      I      31502                
   0.00012    .00000    .00000    .00000   2.482049358038982       0.1     31503                
  1.178   0.324  0.0006  0.0002  0.0011  0.0001       6042.918             31504
   0.00000   0.00000    .00000    .00000    .00000    .00000               31505                
    27.015    14.861   990.798   980.061    81.726    50.000 0 0           31506                
        0.0744182373   0.02064             0.00063   0.00474  0            31508                
ISHIOKA   NYALES20  OK290    2019 01 02 18 22  25.0000000000               31601                
   13550158.61505545   0.01253  -401062.0036493284   0.01283 0      I      31602                
   0.00054    .00000    .00000    .00000   2.761329468917303       0.0     31603                
  0.075   0.227  0.0004 -0.0054 -0.0001 -0.0117    -308188.112             31604
   0.00000  -0.03837    .00000    .00000    .00000    .00000               31605                
     2.005   -10.490  1006.965  1004.300    58.545    79.021 0 0           31606                
        0.1055314261   0.01339             0.00942   0.00858  0            31608                
ISHIOKA   SEJONG    1144-379 2019 01 02 18 25   2.0000000000               31701                
    1350204.40659828   0.00695  -198661.7414263601   0.00332 0      I      31702                
   0.00066    .00000    .00000    .00000   3.509870281776382       0.0     31703                
  0.317   0.795  0.0315  0.0703  0.0034  0.0011     -59975.491             31704
   0.00000   0.00000    .00000    .00000    .00000    .00000               31705                
     2.028    -5.369  1006.884  1004.715    59.671    79.008 0 0           31706                
        0.8632446033   0.03859            -0.00250   0.00396  0            31708                
ISHIOKA   YARRA12M  1144-379 2019 01 02 18 25   2.0000000000               31801                
  -11942242.39574689   0.01438  -419680.8635193889   0.01688 0      I      31802                
   0.00050    .00000    .00000    .00000  -3.874106030376557       0.0     31803                
  0.317   0.343  0.0315 -0.0001  0.0034 -0.0006      12736.833             31804
   0.00000   0.00000    .00000    .00000    .00000    .00000               31805                
     2.028    14.800  1006.884   980.000    59.671    50.000 0 0           31806                
       -0.0310858744   0.01882             0.01502   0.01415  0            31808                
SEJONG    YARRA12M  1144-379 2019 01 02 18 25   2.0000000000               31901                
  -13292446.50087924   0.01415  -221019.1374812459   0.01661 4      I      31902                
   0.00051    .00000    .00000    .00000  -4.156246109949514       0.0     31903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31904
   0.00000   0.00000    .00000    .00000    .00000    .00000               31905                
    -5.369    14.800  1004.715   980.000    79.008    50.000 0 0           31906                
        0.3802249076   0.14794           -19.61507   0.03731  0            31908                
HART15M   NYALES20  0420-014 2019 01 02 18 25  12.0000000000               32001                
   15192067.41217726   0.00669   302335.2586494851   0.00886 0      I      32002                
   0.00115    .00000    .00000    .00000   1.161253283833639       0.0     32003                
  0.801   0.593  0.0012  0.0582  0.0002 -0.0524    -331714.395             32004
   0.00000  -0.05087    .00000    .00000    .00000    .00000               32005                
    20.270   -10.292   864.423  1004.300    86.323    79.842 0 0           32006                
       -0.1062279279   0.01456             0.02504   0.01271  0            32008                
HART15M   ONSALA60  0420-014 2019 01 02 18 25  12.0000000000               32101                
    9256432.78026344   0.00680   -12167.1012052857   0.00935 0      I      32102                
   0.00116    .00000    .00000    .00000   3.204297580404036       0.0     32103                
  0.801   0.265  0.0012 -0.0105  0.0002 -0.0095     -65104.044             32104
   0.00000   0.00101    .00000    .00000    .00000    .00000               32105                
    20.270     3.261   864.423  1030.600    86.323    48.772 0 0           32106                
        0.9596745480   0.02340            -0.05871   0.02142  0            32108                
NYALES20  ONSALA60  0420-014 2019 01 02 18 25  12.0000000000               32201                
   -5935629.79142336   0.00667  -314502.7509234996   0.00908 0      I      32202                
   0.00118    .00000    .00000    .00000  -0.165086143535947       0.0     32203                
  0.593   0.265  0.0582 -0.0105 -0.0524 -0.0095     266610.351             32204
  -0.05087   0.00101    .00000    .00000    .00000    .00000               32205                
   -10.292     3.261  1004.300  1030.600    79.842    48.772 0 0           32206                
        1.0777656691   0.00796            -0.03792   0.00688  0            32208                
HART15M   NYALES20  0229+131 2019 01 02 18 27  24.0000000000               32301                
    7314678.68078760   0.09239  -236611.4263330471   0.15512 2      I      32302                
   0.00009    .00000    .00000    .00000   3.614203612221871       0.2     32303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32304
   0.00000  -0.04637    .00000    .00000    .00000    .00000               32305                
    20.514   -10.185   864.500  1004.200    86.400    79.349 0 0           32306                
       -0.2429848745   0.03722            -0.00777   0.01297  0            32308                
HART15M   ONSALA60  0229+131 2019 01 02 18 27  24.0000000000               32401                
    1006414.54115072   0.04300  -303148.1670724447   0.08064 0      I      32402                
   0.00021    .00000    .00000    .00000   5.864620007077359       0.1     32403                
  0.898   0.158  0.0025 -0.0035 -0.0001 -0.0007     -65104.227             32404
   0.00000   0.00248    .00000    .00000    .00000    .00000               32405                
    20.514     3.300   864.500  1030.600    86.400    48.783 0 0           32406                
        0.8595028507   0.01826             0.00570   0.00993  0            32408                
NYALES20  ONSALA60  0229+131 2019 01 02 18 27  24.0000000000               32501                
   -6308263.53730852   0.00864   -66537.0962602888   0.01642 0      I      32502                
   0.00107    .00000    .00000    .00000  -2.653271441371229       0.0     32503                
  0.178   0.158  0.0069 -0.0035 -0.0013 -0.0007     266610.000             32504
  -0.04637   0.00248    .00000    .00000    .00000    .00000               32505                
   -10.185     3.300  1004.200  1030.600    79.349    48.783 0 0           32506                
        1.0872153568   0.00644            -0.00086   0.00702  0            32508                
HART15M   ISHIOKA   0748+126 2019 01 02 18 29  58.0000000000               32601                
  -11027434.37499881   0.10085  2103525.3122148942   0.18912 2      I      32602                
   0.00010    .00000    .00000    .00000  -2.879661705632794       0.2     32603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32604
   0.00000   0.00000    .00000    .00000    .00000    .00000               32605                
    20.517     1.044   864.528  1006.800    86.372    63.779 0 0           32606                
        0.7160660270   0.04151            -2.76341   0.01892  0            32608                
HART15M   NYALES20  0748+126 2019 01 02 18 29  58.0000000000               32701                
    -713886.89384008   0.02501   996065.9833289178   0.04751 0      I      32702                
   0.00037    .00000    .00000    .00000  -1.124444802301273       0.0     32703                
  3.473   0.346  0.0206  0.0005  0.0164 -0.0374    -331714.033             32704
   0.00000  -0.02335    .00000    .00000    .00000    .00000               32705                
    20.517   -10.082   864.528  1004.200    86.372    81.993 0 0           32706                
       -0.3039733276   0.01162            -0.00567   0.00835  0            32708                
HART15M   ONSALA60  0748+126 2019 01 02 18 29  58.0000000000               32801                
    -390400.08642817   0.01953   470718.7745236237   0.03662 0      I      32802                
   0.00047    .00000    .00000    .00000  -1.274205003040789       0.0     32803                
  3.473   0.491  0.0206  0.0036  0.0164 -0.0618     -65104.442             32804
   0.00000  -0.00092    .00000    .00000    .00000    .00000               32805                
    20.517     3.300   864.528  1030.600    86.372    49.141 0 0           32806                
        0.8062714701   0.01180            -0.03176   0.01145  0            32808                
HART15M   SEJONG    0748+126 2019 01 02 18 29  58.0000000000               32901                
  -13204091.36138761   0.07113  1876666.4523789044   0.13338 0      I      32902                
   0.00013    .00000    .00000    .00000   0.090876693707698       0.1     32903                
  3.473   0.167  0.0206  0.0012  0.0164 -0.0001     -83502.330             32904
   0.00000   0.00000    .00000    .00000    .00000    .00000               32905                
    20.517    -5.231   864.528  1004.800    86.372    78.500 0 0           32906                
        0.6401103239   0.07348            -0.01334   0.02911  0            32908                
HART15M   YARRA12M  0748+126 2019 01 02 18 29  58.0000000000               33001                
  -10986988.10804890   0.04105  1673907.0974322723   0.07698 0      I      33002                
   0.00022    .00000    .00000    .00000   0.517610225123579       0.1     33003                
  3.473   0.391  0.0206  0.0005  0.0164  0.0003     -10789.699             33004
   0.00000   0.00000    .00000    .00000    .00000    .00000               33005                
    20.517    14.886   864.528   980.100    86.372    50.000 0 0           33006                
       -0.4798292237   0.02016             0.00771   0.01584  0            33008                
ISHIOKA   NYALES20  0748+126 2019 01 02 18 29  58.0000000000               33101                
   10313520.44569224   0.01220 -1107421.4378071306   0.02097 0      I      33102                
   0.00072    .00000    .00000    .00000   2.193315957397262       0.0     33103                
  0.104   0.346  0.0008  0.0005 -0.0009 -0.0374    -308187.285             33104
   0.00000  -0.02335    .00000    .00000    .00000    .00000               33105                
     1.044   -10.082  1006.800  1004.200    63.779    81.993 0 0           33106                
        0.1222537992   0.00888             0.02558   0.00869  0            33108                
ISHIOKA   ONSALA60  0748+126 2019 01 02 18 29  58.0000000000               33201                
   10637001.48754156   0.02345 -1632767.5802023711   0.03984 0      I      33202                
   0.00037    .00000    .00000    .00000  -1.714172131453165       0.0     33203                
  0.104   0.491  0.0008  0.0036 -0.0009 -0.0618     -41577.695             33204
   0.00000  -0.00092    .00000    .00000    .00000    .00000               33205                
     1.044     3.300  1006.800  1030.600    63.779    49.141 0 0           33206                
        1.2136137952   0.01616            -0.01905   0.01528  0            33208                
ISHIOKA   SEJONG    0748+126 2019 01 02 18 29  58.0000000000               33301                
   -2176674.27743537   0.00902  -226822.0843620003   0.01532 0      I      33302                
   0.00097    .00000    .00000    .00000  -4.276502480552587       0.0     33303                
  0.104   0.167  0.0008  0.0012 -0.0009 -0.0001     -59975.583             33304
   0.00000   0.00000    .00000    .00000    .00000    .00000               33305                
     1.044    -5.231  1006.800  1004.800    63.779    78.500 0 0           33306                
        1.0211162958   0.03697            -0.00501   0.01348  0            33308                
ISHIOKA   YARRA12M  0748+126 2019 01 02 18 29  58.0000000000               33401                
      40426.64648569   0.01741  -429580.6236380694   0.02957 0      I      33402                
   0.00050    .00000    .00000    .00000   5.623166104741978       0.0     33403                
  0.104   0.391  0.0008  0.0005 -0.0009  0.0003      12737.049             33404
   0.00000   0.00000    .00000    .00000    .00000    .00000               33405                
     1.044    14.886  1006.800   980.100    63.779    50.000 0 0           33406                
       -0.0285374190   0.01260             0.00250   0.01216  0            33408                
NYALES20  ONSALA60  0748+126 2019 01 02 18 29  58.0000000000               33501                
     323486.52904446   0.00646  -525346.5885357902   0.00512 0      I      33502                
   0.00092    .00000    .00000    .00000   3.723222774605355       0.0     33503                
  0.346   0.491  0.0005  0.0036 -0.0374 -0.0618     266609.591             33504
  -0.02335  -0.00092    .00000    .00000    .00000    .00000               33505                
   -10.082     3.300  1004.200  1030.600    81.993    49.141 0 0           33506                
