DATA IN NGS FORMAT FROM DATABASE 19MAY02XE_V005                                                 
    27.671    13.272  1007.606  1001.200    79.932    97.487 0 0           33306                
        3.5596201475    .02120        -.0745416328    .01233  0            33308                
KATH12M   YARRA12M  0131-522 2019 05 02 21 33  13.0000000000               33401                
    -217226.85362340    .01639    23457.8724462112    .01076 0      I      33402                
    .00033    .00000    .00000    .00000  -3.151601079282420        0.     33403                
  2.560   0.474  0.0094  0.0034 -0.0079 -0.0046    -159907.539             33404
    .00000    .00000    .00000    .00000    .00000    .00000               33405                
    25.175    13.100   997.200   985.538    84.825    38.675 0 0           33406                
       -7.8008302064    .01700         .0217047882    .00752  0            33408                
WETTZ13N  YARRA12M  3C418    2019 05 02 21 36   5.0000000000               33501                
    5790051.32951055    .03349   440803.8059053574    .06595 0      I      33502                
    .00028    .00000    .00000    .00000   1.098206207398349        0.     33503                
  0.782   1.277 -0.0083 -0.0392  0.0061 -0.0058    -134082.915             33504
    .00000    .00000    .00000    .00000    .00000    .00000               33505                
    11.700    13.100   936.300   985.576    55.425    38.753 0 0           33506                
       -4.6470121708    .02528        -.0013601182    .03364  0            33508                
ISHIOKA   KOKEE     2013+163 2019 05 02 21 37  40.0000000000               33601                
   13728993.74364531    .04358   933339.2137295365    .01683 0      I      33602                
    .00010    .00000    .00000    .00000   3.506232403727333        0.     33603                
  0.226   1.657  0.0011  0.0042  0.0005 -0.0196      28791.645             33604
    .00000    .05579    .00000    .00000    .00000    .00000               33605                
    13.428    19.257  1001.200   888.200    96.686    76.257 0 0           33606                
       -6.9780442578    .01452        -.0380993229    .00389  0            33608                
HART15M   WETTZELL  1413+135 2019 05 02 21 37  43.0000000000               33701                
    -175743.06959723    .00416  -241548.8948758673    .00124 0      I      33702                
    .00087    .00000    .00000    .00000  -1.740063516728970        0.     33703                
  0.253   0.427 -0.0042  0.0009  0.0000  0.0002     -28396.884             33704
    .00000   -.01269    .00000    .00000    .00000    .00000               33705                
     8.770    11.761   868.900   936.300    85.391    55.704 0 0           33706                
       -2.8792398467    .01377         .0029879813    .00275  0            33708                
FORTLEZA  WARK12M   0454-234 2019 05 02 21 37  57.0000000000               33801                
   -2601039.46045610    .06263 -2458864.2513259710    .05140 0      I      33802                
    .00010    .00000    .00000    .00000   -.896561769669691        0.     33803                
  2.264   0.699 -0.0155 -0.0001 -0.0011  0.0042    -200755.018             33804
    .01418    .00000    .00000    .00000    .00000    .00000               33805                
    27.659    16.296  1007.654  1015.600    80.038    99.951 0 0           33806                
       -3.3407080691    .01553         .0556037277    .00905  0            33808                
KATH12M   YARRA12M  1741-038 2019 05 02 21 38  44.0000000000               33901                
   -2757915.91010826    .00665  -404157.9974157330    .00546 0      I      33902                
    .00091    .00000    .00000    .00000   -.811387686159423        0.     33903                
  1.740   0.270 -0.0006 -0.0007  0.0051  0.0013    -159905.382             33904
    .00000    .00000    .00000    .00000    .00000    .00000               33905                
    25.124    13.090   997.216   985.500    84.804    38.639 0 0           33906                
       -7.7361608811    .00638         .0279826176    .00353  0            33908                
KATH12M   WETTZ13N  1741-038 2019 05 02 21 38  44.0000000000               34001                
    9165495.49289375    .01545 -2109076.8388593340    .01268 0      I      34002                
    .00039    .00000    .00000    .00000   2.256169355442277        0.     34003                
  1.740   1.751 -0.0006  0.0195  0.0051  0.0498     -25823.015             34004
    .00000    .00000    .00000    .00000    .00000    .00000               34005                
    25.124    11.718   997.216   936.300    84.804    55.702 0 0           34006                
       -3.0133955209    .00839         .0708852014    .00468  0            34008                
WETTZ13N  YARRA12M  1741-038 2019 05 02 21 38  44.0000000000               34101                
  -11923427.07225511    .00937  1704922.0543423770    .00376 0      I      34102                
    .00045    .00000    .00000    .00000  -5.977874128226286        0.     34103                
  1.751   0.270  0.0195 -0.0007  0.0498  0.0013    -134082.367             34104
    .00000    .00000    .00000    .00000    .00000    .00000               34105                
    11.718    13.090   936.300   985.500    55.702    38.639 0 0           34106                
       -4.7209816492    .00493        -.0345578846    .00135  0            34108                
WETTZ13N  WETTZELL  1156+295 2019 05 02 21 44  29.0000000000               34201                
      -2673.70702036    .01047      -10.3503800074    .02133 0      I      34202                
    .00091    .00000    .00000    .00000   -.794248313752972        0.     34203                
  0.364   0.364  0.0008  0.0003 -0.0007 -0.0002     -13944.631             34204
    .00000   -.00965    .00000    .00000    .00000    .00000               34205                
    11.783    11.865   936.300   936.300    56.739    56.574 0 0           34206                
         .4445659018    .00575        -.0141973345    .00720  0            34208                
FORTLEZA  HART15M   1156+295 2019 05 02 21 44  29.0000000000               34301                
    5700026.80034429    .04448  1400469.2446854560    .09062 0      I      34302                
    .00022    .00000    .00000    .00000   -.079677460500778        0.     34303                
  0.994   0.452  0.0042 -0.0163 -0.0000 -0.0014      16805.808             34304
    .01293    .00000    .00000    .00000    .00000    .00000               34305                
    27.640     8.683  1007.709   868.883    80.138    85.600 0 0           34306                
        -.0169526004    .01190        -.0079517786    .01709  0            34308                
HART15M   WETTZ13N  1156+295 2019 05 02 21 44  29.0000000000               34401                
   -9948762.37465072    .05911  -390822.7001058550    .12044 0      I      34402                
    .00016    .00000    .00000    .00000  -1.256730005757961        0.     34403                
  0.452   0.364 -0.0163  0.0008 -0.0014 -0.0007     -14452.385             34404
    .00000    .00000    .00000    .00000    .00000    .00000               34405                
     8.683    11.783   868.883   936.300    85.600    56.739 0 0           34406                
       -3.3703165733    .01020         .0445312832    .01557  0            34408                
FORTLEZA  WETTZ13N  1156+295 2019 05 02 21 44  29.0000000000               34501                
   -4248719.66317728    .10721  1009650.1290376240    .19794 2      I      34502                
    .00009    .00000    .00000    .00000  -2.598038012995203        0.     34503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34504
    .01293    .00000    .00000    .00000    .00000    .00000               34505                
    27.640    11.783  1007.709   936.300    80.138    56.739 0 0           34506                
       -4.7382272262    .02178        -.3107214154    .02928  0            34508                
FORTLEZA  WETTZELL  1156+295 2019 05 02 21 44  29.0000000000               34601                
   -4251411.47130400    .03187  1009635.8550071810    .06494 0      I      34602                
    .00030    .00000    .00000    .00000  -4.287841954158035        0.     34603                
  0.994   0.364  0.0042  0.0003 -0.0000 -0.0002     -11591.208             34604
    .01293   -.00965    .00000    .00000    .00000    .00000               34605                
    27.640    11.865  1007.709   936.300    80.138    56.574 0 0           34606                
       -2.9567638506    .01197         .0022035660    .01680  0            34608                
HART15M   WETTZELL  1156+295 2019 05 02 21 44  29.0000000000               34701                
   -9951436.02725569    .01811  -390832.7211291450    .03690 0      I      34702                
    .00053    .00000    .00000    .00000  -2.113993038538979        0.     34703                
  0.452   0.364 -0.0163  0.0003 -0.0014 -0.0002     -28397.016             34704
    .00000   -.00965    .00000    .00000    .00000    .00000               34705                
     8.683    11.865   868.883   936.300    85.600    56.574 0 0           34706                
       -2.9559754613    .00535         .0094989356    .00761  0            34708                
ISHIOKA   WARK12M   0202+319 2019 05 02 21 44  31.0000000000               34801                
    7048985.89782891    .01962   425669.0567139348    .02415 0      I      34802                
    .00038    .00000    .00000    .00000  -1.002751389973993        0.     34803                
  0.336   1.107 -0.0017  0.0008 -0.0026  0.0049    -202459.181             34804
    .00000    .00000    .00000    .00000    .00000    .00000               34805                
    14.057    16.246  1001.214  1015.627    95.328    99.400 0 0           34806                
       -6.6672545249    .02575         .0245345007    .02132  0            34808                
ISHIOKA   KOKEE     0202+319 2019 05 02 21 44  31.0000000000               34901                
   -7976858.87800652    .01502   860849.4771874835    .03059 0      I      34902                
    .00064    .00000    .00000    .00000  -3.403165939012395        0.     34903                
  0.336   0.424 -0.0017  0.0002 -0.0026  0.0001      28791.001             34904
    .00000    .05877    .00000    .00000    .00000    .00000               34905                
    14.057    19.400  1001.214   888.186    95.328    77.414 0 0           34906                
       -7.4214927764    .00754        -.0226549431    .01047  0            34908                
KOKEE     WARK12M   0202+319 2019 05 02 21 44  31.0000000000               35001                
   15025841.36382048    .02826  -435180.2524313310    .05757 0      I      35002                
    .00034    .00000    .00000    .00000   5.040563929928538        0.     35003                
  0.424   1.107  0.0002  0.0008  0.0001  0.0049    -231250.182             35004
    .05877    .00000    .00000    .00000    .00000    .00000               35005                
    19.400    16.246   888.186  1015.627    77.414    99.400 0 0           35006                
         .7662194822    .02165         .0120164852    .02979  0            35008                
WETTZ13N  WETTZELL  1334-127 2019 05 02 21 47  17.0000000000               35101                
      -2421.69732627    .00440       -2.6346567924    .00867 0      I      35102                
    .00215    .00000    .00000    .00000  -2.974175961139161        0.     35103                
  0.693   0.698  0.0084  0.0035  0.0006  0.0002     -13944.662             35104
    .00000   -.01360    .00000    .00000    .00000    .00000               35105                
    11.685    11.685   936.315   936.315    57.580    57.580 0 0           35106                
         .4510353362    .00410         .0046331417    .00491  0            35108                
FORTLEZA  HART15M   1334-127 2019 05 02 21 47  17.0000000000               35201                
   -8484836.83201343    .01796  1490982.0398721560    .03660 0      I      35202                
    .00053    .00000    .00000    .00000  -6.034995737815178        0.     35203                
  1.257   0.214 -0.0024 -0.0010 -0.0001 -0.0001      16805.666             35204
    .01518    .00000    .00000    .00000    .00000    .00000               35205                
    27.631     8.600  1007.728   868.800    80.186    85.636 0 0           35206                
        -.0281727795    .01289        -.0558928764    .01775  0            35208                
HART15M   WETTZ13N  1334-127 2019 05 02 21 47  17.0000000000               35301                
   10514955.77056685    .03434  -321418.7993770723    .06996 0      I      35302                
    .00028    .00000    .00000    .00000    .372046933235432        0.     35303                
  0.214   0.693 -0.0010  0.0084 -0.0001  0.0006     -14452.409             35304
    .00000    .00000    .00000    .00000    .00000    .00000               35305                
     8.600    11.685   868.800   936.315    85.636    57.580 0 0           35306                
       -3.2680486560    .01125        -.0155258670    .01590  0            35308                
FORTLEZA  WETTZ13N  1334-127 2019 05 02 21 47  17.0000000000               35401                
    2030121.78130431    .03530  1169563.0916745670    .06952 0      I      35402                
    .00027    .00000    .00000    .00000   3.404084729588472        0.     35403                
  1.257   0.693 -0.0024  0.0084 -0.0001  0.0006       2353.257             35404
    .01518    .00000    .00000    .00000    .00000    .00000               35405                
    27.631    11.685  1007.728   936.315    80.186    57.580 0 0           35406                
       -3.2420637240    .01179        -.0410340631    .01609  0            35408                
FORTLEZA  WETTZELL  1334-127 2019 05 02 21 47  17.0000000000               35501                
    2027700.10424774    .01085  1169560.3360405390    .02137 0      I      35502                
    .00088    .00000    .00000    .00000    .429637092728610        0.     35503                
  1.257   0.698 -0.0024  0.0035 -0.0001  0.0002     -11591.405             35504
    .01518   -.01360    .00000    .00000    .00000    .00000               35505                
    27.631    11.685  1007.728   936.315    80.186    57.580 0 0           35506                
       -2.8130885033    .00650        -.0266337851    .00868  0            35508                
HART15M   WETTZELL  1334-127 2019 05 02 21 47  17.0000000000               35601                
   10512534.11351310    .01100  -321421.4201834318    .02241 0      I      35602                
    .00087    .00000    .00000    .00000   3.538445733956823        0.     35603                
  0.214   0.698 -0.0010  0.0035 -0.0001  0.0002     -28397.071             35604
    .00000   -.01360    .00000    .00000    .00000    .00000               35605                
     8.600    11.685   868.800   936.315    85.636    57.580 0 0           35606                
       -2.8237760631    .00689        -.0066315763    .00951  0            35608                
ISHIOKA   KOKEE     1053+704 2019 05 02 21 47  48.0000000000               35701                
    3559911.57192724    .03823  -459223.3213034327    .05646 0      I      35702                
    .00021    .00000    .00000    .00000   4.640154464241816        0.     35703                
  0.693   3.281 -0.0321  0.0835  0.0014  0.0168      28790.693             35704
    .00000    .05487    .00000    .00000    .00000    .00000               35705                
    14.447    19.400  1001.300   888.100    94.412    77.459 0 0           35706                
       -7.2841431744    .01449         .0329006289    .01473  0            35708                
ISHIOKA   YARRA12M  1639-062 2019 05 02 21 49  57.0000000000               35801                
  -10053681.83092514    .02033  -144423.3120647932    .02611 0      I      35802                
    .00037    .00000    .00000    .00000  -5.387421487151510        0.     35803                
  1.826   0.338  0.0514 -0.0008  0.0974  0.0028    -133427.813             35804
    .00000    .00000    .00000    .00000    .00000    .00000               35805                
    14.629    13.018  1001.300   985.500    92.657    38.982 0 0           35806                
      -11.9372635858    .01762        -.0137575856    .01527  0            35808                
HART15M   YARRA12M  1639-062 2019 05 02 21 49  57.0000000000               35901                
    4231737.57511272    .01834  1869214.4887350850    .03613 0      I      35902                
    .00051    .00000    .00000    .00000   2.063405228368488        0.     35903                
  0.261   0.338 -0.0018 -0.0008  0.0006  0.0028    -148532.474             35904
    .00000    .00000    .00000    .00000    .00000    .00000               35905                
     8.635    13.018   868.818   985.500    85.800    38.982 0 0           35906                
       -7.9487313846    .01592        -.0027071211    .02115  0            35908                
HART15M   ISHIOKA   1639-062 2019 05 02 21 49  57.0000000000               36001                
   14285421.43798837    .02996  2013637.7338761990    .05900 0      I      36002                
    .00031    .00000    .00000    .00000   1.299624076697268        0.     36003                
  0.261   1.826 -0.0018  0.0514  0.0006  0.0974     -15104.661             36004
    .00000    .00000    .00000    .00000    .00000    .00000               36005                
     8.635    14.629   868.818  1001.300    85.800    92.657 0 0           36006                
        3.9951237291    .01292        -.0266907877    .01741  0            36008                
FORTLEZA  HART15M   1144-379 2019 05 02 21 52  46.0000000000               36101                
   -1574682.85073118    .07754  1241643.8932785930    .15797 0      I      36102                
    .00012    .00000    .00000    .00000  -4.792768508405461        0.     36103                
  0.970   0.245 -0.0041  0.0019 -0.0001 -0.0005      16805.387             36104
    .01393    .00000    .00000    .00000    .00000    .00000               36105                
    27.621     8.800  1007.766   868.900    80.272    85.757 0 0           36106                
         .0087234628    .01330        -.0396865064    .02034  0            36108                
WARK12M   YARRA12M  0104-408 2019 05 02 21 53  14.0000000000               36201                
   10019746.04048872    .01966  -765589.2628170761    .01613 0      I      36202                
    .00031    .00000    .00000    .00000  -1.817189594004047        0.     36203                
  0.311   0.391 -0.0000  0.0026  0.0002 -0.0033      69035.488             36204
    .00000    .00000    .00000    .00000    .00000    .00000               36205                
    16.451    13.026  1015.600   985.500    98.452    39.048 0 0           36206                
       -4.8239313313    .02730        -.0282181887    .01507  0            36208                
KATH12M   WARK12M   0104-408 2019 05 02 21 53  14.0000000000               36301                
   -8689816.86356588    .02124   726675.2389624636    .01767 0      I      36302                
    .00029    .00000    .00000    .00000  -4.402546432836620        0.     36303                
  1.868   0.311  0.0038 -0.0000 -0.0050  0.0002    -228935.200             36304
    .00000    .00000    .00000    .00000    .00000    .00000               36305                
    25.436    16.451   997.400  1015.600    83.447    98.452 0 0           36306                
       -2.9941225924    .02537         .0261915720    .01421  0            36308                
KATH12M   YARRA12M  0104-408 2019 05 02 21 53  14.0000000000               36401                
    1329935.79773919    .01638   -38914.1574200560    .01363 0      I      36402                
    .00037    .00000    .00000    .00000   2.457084885980580        0.     36403                
  1.868   0.391  0.0038  0.0026 -0.0050 -0.0033    -159899.713             36404
    .00000    .00000    .00000    .00000    .00000    .00000               36405                
    25.436    13.026   997.400   985.500    83.447    39.048 0 0           36406                
       -7.8275759919    .01913        -.0015542951    .01072  0            36408                
KOKEE     WARK12M   0104-408 2019 05 02 21 53  14.0000000000               36601                
  -11393280.82607566    .01913  -452820.1904718716    .01569 0      I      36602                
    .00032    .00000    .00000    .00000  -2.887847463875370        0.     36603                
  0.928   0.311 -0.0056 -0.0000 -0.0008  0.0002    -231252.805             36604
    .05189    .00000    .00000    .00000    .00000    .00000               36605                
    19.324    16.451   888.062  1015.600    77.138    98.452 0 0           36606                
         .0247405519    .01546         .0443057643    .00857  0            36608                
KATH12M   KOKEE     0104-408 2019 05 02 21 53  14.0000000000               36701                
    2703465.17134273    .01896  1179495.9661296560    .01578 0      I      36702                
    .00032    .00000    .00000    .00000   5.229465674473384        0.     36703                
  1.868   0.928  0.0038 -0.0056 -0.0050 -0.0008       2317.604             36704
    .00000    .05189    .00000    .00000    .00000    .00000               36705                
    25.436    19.324   997.400   888.062    83.447    77.138 0 0           36706                
       -2.9664395345    .01067        -.0257557506    .00603  0            36708                
KOKEE     YARRA12M  0104-408 2019 05 02 21 53  14.0000000000               36801                
   -1373526.07213861    .01674 -1218408.5487522400    .01374 0      I      36802                
    .00036    .00000    .00000    .00000  -4.795525412765912        0.     36803                
  0.928   0.391 -0.0056  0.0026 -0.0008 -0.0033    -162217.317             36804
    .05189    .00000    .00000    .00000    .00000    .00000               36805                
    19.324    13.026   888.062   985.500    77.138    39.048 0 0           36806                
       -4.8516062298    .01006         .0504611738    .00560  0            36808                
WETTZ13N  WETTZELL  1623+578 2019 05 02 21 53  14.0000000000               36501                
      -2864.89418865    .01393        6.8971265147    .00411 0      I      36502                
    .00026    .00000    .00000    .00000   -.534347560073968        0.     36503                
  0.369   0.366 -0.0007 -0.0003  0.0008  0.0003     -13944.729             36504
    .00000   -.00905    .00000    .00000    .00000    .00000               36505                
    11.561    11.561   936.361   936.361    59.376    59.376 0 0           36506                
         .4568540372    .01069        -.0005790432    .00192  0            36508                
FORTLEZA  HART15M   1124-186 2019 05 02 21 55   4.0000000000               36901                
    3353355.26063165    .03964  1460817.7772448690    .07320 0      I      36902                
    .00023    .00000    .00000    .00000   1.158785199293408        0.     36903                
  0.797   0.270 -0.0013  0.0000 -0.0001 -0.0008      16805.270             36904
    .01468    .00000    .00000    .00000    .00000    .00000               36905                
    27.619     8.785  1007.792   868.900    80.316    85.629 0 0           36906                
         .0112207119    .01858        -.0255638496    .02341  0            36908                
WARK12M   YARRA12M  0308-611 2019 05 02 21 56   6.0000000000               37001                
   10104142.66600454    .02068  -226659.0141086350    .01472 0      I      37002                
    .00027    .00000    .00000    .00000    .768247405977338        0.     37003                
  0.374   0.621 -0.0001  0.0118  0.0004 -0.0050      69037.213             37004
    .00000    .00000    .00000    .00000    .00000    .00000               37005                
    16.373    12.877  1015.600   985.523    97.846    39.370 0 0           37006                
       -4.8827069026    .01708         .0093414289    .00821  0            37008                
KATH12M   WARK12M   0308-611 2019 05 02 21 56   6.0000000000               37101                
  -11777482.37151362    .02349   311764.5911373249    .01672 0      I      37102                
    .00024    .00000    .00000    .00000  -3.659669098351703        0.     37103                
  4.245   0.374  0.0321 -0.0001 -0.0199  0.0004    -228935.804             37104
    .00000    .00000    .00000    .00000    .00000    .00000               37105                
    25.514    16.373   997.409  1015.600    82.904    97.846 0 0           37106                
       -3.0041449058    .01692         .0272710683    .00814  0            37108                
KATH12M   YARRA12M  0308-611 2019 05 02 21 56   6.0000000000               37201                
   -1673337.08917648    .01630    85106.0257776553    .01133 0      I      37202                
    .00034    .00000    .00000    .00000  -3.683093730667823        0.     37203                
  4.245   0.621  0.0321  0.0118 -0.0199 -0.0050    -159898.592             37204
    .00000    .00000    .00000    .00000    .00000    .00000               37205                
    25.514    12.877   997.409   985.523    82.904    39.370 0 0           37206                
       -7.8996866758    .01399         .0228851855    .00656  0            37208                
KOKEE     WARK12M   0308-611 2019 05 02 21 56   6.0000000000               37301                
  -14909437.29583352    .02741  -204684.8196602776    .02892 8      I      37302                
    .00025    .00000    .00000    .00000  -4.123230369283583        0.     37303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             37304
    .05284    .00000    .00000    .00000    .00000    .00000               37305                
    19.184    16.373   888.000  1015.600    77.429    97.846 0 0           37306                
         .0000000000    .00000         .0000000000    .00000  0            37308                
KATH12M   KOKEE     0308-611 2019 05 02 21 56   6.0000000000               37401                
    3131955.56462657    .04892   516449.7013230814    .05255 0      I      37402                
    .00014    .00000    .00000    .00000   1.651892378306954        0.     37403                
  4.245   3.996  0.0321 -0.1088 -0.0199  0.0136       2317.864             37404
    .00000    .05284    .00000    .00000    .00000    .00000               37405                
    25.514    19.184   997.409   888.000    82.904    77.429 0 0           37406                
       -2.6552348089    .01104        -.0265859695    .00852  0            37408                
KOKEE     YARRA12M  0308-611 2019 05 02 21 56   6.0000000000               37501                
   -4805291.27699159    .04036  -431343.2458530004    .04336 0      I      37502                
    .00017    .00000    .00000    .00000  -1.018775230778836        0.     37503                
  3.996   0.621 -0.1088  0.0118  0.0136 -0.0050    -162216.455             37504
    .05284    .00000    .00000    .00000    .00000    .00000               37505                
    19.184    12.877   888.000   985.523    77.429    39.370 0 0           37506                
       -5.2746233830    .00970         .0537596054    .00743  0            37508                
WETTZ13N  WETTZELL  1803+784 2019 05 02 21 58  38.0000000000               37601                
      -3006.75162206    .00689        3.8152596591    .01404 0      I      37602                
    .00138    .00000    .00000    .00000  -2.502488320457014        0.     37603                
  0.411   0.420 -0.0018 -0.0008  0.0005  0.0002     -13944.788             37604
    .00000   -.00815    .00000    .00000    .00000    .00000               37605                
    11.500    11.500   936.300   936.300    60.703    60.703 0 0           37606                
         .4388166774    .00549         .0000160929    .00681  0            37608                
ISHIOKA   WETTZ13N  1803+784 2019 05 02 21 58  38.0000000000               37701                
   -2847219.67977929    .02488  -405074.5915909912    .05068 0      I      37702                
    .00038    .00000    .00000    .00000   -.606212895510729        0.     37703                
  0.300   0.411 -0.0047 -0.0018  0.0004  0.0005        652.224             37704
    .00000    .00000    .00000    .00000    .00000    .00000               37705                
    15.018    11.500  1001.300   936.300    92.855    60.703 0 0           37706                
       -7.1122731538    .01630        -.0002629420    .02248  0            37708                
ISHIOKA   WETTZELL  1803+784 2019 05 02 21 58  38.0000000000               37801                
   -2850226.42521229    .00749  -405070.6374804543    .01527 0      I      37802                
    .00127    .00000    .00000    .00000  -3.036464369558916        0.     37803                
  0.300   0.420 -0.0047 -0.0008  0.0004  0.0002     -13292.564             37804
    .00000   -.00815    .00000    .00000    .00000    .00000               37805                
    15.018    11.500  1001.300   936.300    92.855    60.703 0 0           37806                
       -6.7054310111    .00891         .0130960877    .01222  0            37808                
FORTLEZA  HART15M   0834-201 2019 05 02 21 58  51.0000000000               37901                
   15226867.48903284    .05266   755498.0811031631    .07589 8      I      37902                
    .00015    .00000    .00000    .00000   5.149616115509539        0.     37903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             37904
    .01393    .00000    .00000    .00000    .00000    .00000               37905                
    27.610     8.669  1007.819   868.884    80.377    85.769 0 0           37906                
         .1086425961    .04290         .0529384441    .04173  0            37908                
WARK12M   YARRA12M  2255-282 2019 05 02 22 00   6.0000000000               38001                
    2513554.69369213    .00648 -1138942.7026347010    .00571 0      I      38002                
    .00097    .00000    .00000    .00000   4.760403111677729        0.     38003                
  0.316   0.245  0.0000  0.0002 -0.0003 -0.0009      69039.619             38004
    .00000    .00000    .00000    .00000    .00000    .00000               38005                
    16.445    12.800  1015.600   985.600    97.451    39.616 0 0           38006                
       -4.8442625543    .01806         .0145077817    .01070  0            38008                
ISHIOKA   KOKEE     2229+695 2019 05 02 22 01  16.0000000000               38101                
    6089524.63277345    .05494   447848.4052421177    .10820 0      I      38102                
    .00017    .00000    .00000    .00000   4.209829976346343        0.     38103                
  0.236   0.777 -0.0022  0.0025 -0.0000 -0.0008      28789.427             38104
    .00000    .05487    .00000    .00000    .00000    .00000               38105                
    15.221    19.100  1001.320   887.995    92.315    78.662 0 0           38106                
       -7.2971303454    .01134        -.0169947351    .01622  0            38108                
MEDICINA  WETTZ13N  0723+219 2019 05 02 22 02  43.0000000000               38201                
    -172004.98845011    .02445   -85084.5023932180    .01430 0      I      38202                
    .00021    .00000    .00000    .00000  -5.054478946624202        0.     38203                
  1.181   1.289  0.0064 -0.0079 -0.0448 -0.0206      37366.009             38204
    .00000    .00000    .00000    .00000    .00000    .00000               38205                
    17.173    11.527  1008.500   936.300    41.802    61.409 0 0           38206                
       -6.5355665385    .01542        -.0040851997    .00507  0            38208                
MEDICINA  WETTZELL  0723+219 2019 05 02 22 02  43.0000000000               38301                
    -174958.77722264    .01030   -85105.7622373733    .00801 0      I      38302                
    .00057    .00000    .00000    .00000   2.329685651017805        0.     38303                
  1.181   1.260  0.0064 -0.0033 -0.0448 -0.0107      23421.175             38304
    .00000   -.00982    .00000    .00000    .00000    .00000               38305                
    17.173    11.500  1008.500   936.300    41.802    61.399 0 0           38306                
       -6.0776912097    .01016         .0006483178    .00440  0            38308                
FORTLEZA  HART15M   1519-273 2019 05 02 22 03  44.0000000000               38401                
  -16292589.02812127    .05719  1088356.6255041090    .04566 0      I      38402                
    .00011    .00000    .00000    .00000    .247156029834862        0.     38403                
  3.277   0.209 -0.0389  0.0002 -0.0062  0.0002      16804.832             38404
    .01668    .00000    .00000    .00000    .00000    .00000               38405                
    27.599     8.500  1007.863   868.766    80.466    85.634 0 0           38406                
        -.0802277091    .01985        -.0384951300    .01096  0            38408                
HART15M   YARRA12M  1617+229 2019 05 02 22 08  31.0000000000               38501                
    8663013.37987432    .05864  1653066.9844394380    .02423 0      I      38502                
    .00007    .00000    .00000    .00000   4.747051619868725        0.     38503                
  0.352   1.125 -0.0092 -0.0288  0.0010  0.0292    -148528.779             38504
    .00000    .00000    .00000    .00000    .00000    .00000               38505                
     8.530    12.741   868.700   985.600    85.730    39.789 0 0           38506                
       -7.8512671100    .01380        -.0043681556    .00407  0            38508                
HART15M   WETTZ13N  1617+229 2019 05 02 22 08  31.0000000000               38601                
   -3641356.07417034    .05677   -58462.1779488956    .02346 0      I      38602                
    .00008    .00000    .00000    .00000   -.662060182518017        0.     38603                
  0.352   0.446 -0.0092  0.0010  0.0010  0.0015     -14452.583             38604
    .00000    .00000    .00000    .00000    .00000    .00000               38605                
     8.530    11.575   868.700   936.300    85.730    61.923 0 0           38606                
       -3.3588288476    .01206         .0016030161    .00361  0            38608                
WETTZ13N  YARRA12M  1617+229 2019 05 02 22 08  31.0000000000               38701                
   12304312.56430714    .09465  1711515.3466686660    .02810 8      I      38702                
    .00004    .00000    .00000    .00000   4.934732571369879        0.     38703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             38704
    .00000    .00000    .00000    .00000    .00000    .00000               38705                
    11.575    12.741   936.300   985.600    61.923    39.789 0 0           38706                
         .3577643275    .03850        1.0718418399    .00784  0            38708                
FORTLEZA  KOKEE     0458-020 2019 05 02 22 09   2.0000000000               38801                
  -10110519.62200549    .02738 -2487107.8409612920    .05392 0      I      38802                
    .00035    .00000    .00000    .00000  -4.713782346267020        0.     38803                
  3.652   0.620 -0.0022 -0.0004  0.0090  0.0010      30488.452             38804
    .01618    .05764    .00000    .00000    .00000    .00000               38805                
    27.590    19.074  1007.909   887.895    80.549    79.926 0 0           38806                
       -3.9408102462    .00974         .0813999236    .01325  0            38808                
KOKEE     WARK12M   0458-020 2019 05 02 22 09   2.0000000000               38901                
    7409772.84587629    .01628  -189251.0836188417    .03206 8      I      38902                
    .00058    .00000    .00000    .00000   4.215899853102853        0.     38903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             38904
    .05764    .00000    .00000    .00000    .00000    .00000               38905                
    19.074    16.858   887.895  1015.700    79.926    95.942 0 0           38906                
         .0000000000    .00000         .0000000000    .00000  0            38908                
WARK12M   YARRA12M  1936-155 2019 05 02 22 14  32.0000000000               39001                
  -12085407.54388609    .01927  -831432.7914356201    .01294 0      I      39002                
    .00029    .00000    .00000    .00000   -.104703451580361        0.     39003                
  0.731   0.221 -0.0000 -0.0004 -0.0053  0.0003      69048.304             39004
    .00000    .00000    .00000    .00000    .00000    .00000               39005                
    17.585    12.587  1015.700   985.600    95.145    40.047 0 0           39006                
       -5.0421952175    .01964         .0284654772    .00888  0            39008                
KATH12M   WARK12M   1936-155 2019 05 02 22 14  32.0000000000               39101                
   10377676.29141928    .01926   405959.9763751117    .01293 0      I      39102                
    .00029    .00000    .00000    .00000   3.523980508179948        0.     39103                
  1.252   0.731  0.0002 -0.0000  0.0018 -0.0053    -228939.686             39104
    .00000    .00000    .00000    .00000    .00000    .00000               39105                
    25.806    17.585   997.612  1015.700    80.931    95.145 0 0           39106                
       -2.7952460265    .01880         .0182658204    .00851  0            39108                
KATH12M   YARRA12M  1936-155 2019 05 02 22 14  32.0000000000               39201                
   -1707739.92557696    .01302  -425472.4264310190    .00836 0      I      39202                
